station,jaar,erosiviteit
KMI_6438,2015,1722.3709924532834
KMI_6438,2016,1598.8954322795894
KMI_6438,2017,1075.8510474437282
KMI_6438,2018,1175.1418365673876
KMI_6438,2019,2468.706318775116
KMI_6438,2020,1558.9474234941035
KMI_6438,2021,971.9574209666183
KMI_6438,2022,768.238699598017
KMI_6438,2023,1206.452939239951
KMI_6438,2024,977.3030286189207
KMI_6439,2008,967.1433006911182
KMI_6439,2009,1018.8108942300825
KMI_6439,2010,1268.2461885760058
KMI_6439,2011,2439.082858922433
KMI_6439,2012,1091.446364791656
KMI_6439,2013,1019.5484390112689
KMI_6439,2014,1520.1029073854843
KMI_6439,2015,1043.6463986827805
KMI_6439,2016,1698.9234778594102
KMI_6439,2017,740.6067674722417
KMI_6439,2018,842.9528444098529
KMI_6439,2019,688.6528133575126
KMI_6439,2020,747.6146879645543
KMI_6439,2021,1625.1786882780898
KMI_6439,2022,1076.9264317247548
KMI_6439,2023,1380.6623498554327
KMI_6439,2024,2219.438347481153
KMI_6447,1898,635.6553520514542
KMI_6447,1899,1322.534523342503
KMI_6447,1900,776.6789665690596
KMI_6447,1901,903.3093607464408
KMI_6447,1902,1358.905262848987
KMI_6447,1903,1043.326742380034
KMI_6447,1904,731.7535489883202
KMI_6447,1905,1347.509240388488
KMI_6447,1906,788.982228258864
KMI_6447,1907,491.8187918011186
KMI_6447,1908,822.432163173076
KMI_6447,1909,615.703617365147
KMI_6447,1910,1380.7756194704396
KMI_6447,1911,596.9878192668148
KMI_6447,1912,1163.497675814198
KMI_6447,1913,849.0925660405339
KMI_6447,1914,1596.9830216926682
KMI_6447,1915,1112.9040696826114
KMI_6447,1916,1710.9685161801383
KMI_6447,1917,1382.844205566361
KMI_6447,1918,1117.3784042263026
KMI_6447,1919,958.5864855709409
KMI_6447,1920,1310.428640128684
KMI_6447,1921,241.8366931436373
KMI_6447,1922,1875.3165649735427
KMI_6447,1923,1648.707435852937
KMI_6447,1924,923.75224657163
KMI_6447,1925,955.5884756445091
KMI_6447,1926,1117.9965500870212
KMI_6447,1927,683.9596254538641
KMI_6447,1928,1016.9879067297911
KMI_6447,1929,577.8959512509189
KMI_6447,1930,1484.0961479752916
KMI_6447,1931,1122.316170808519
KMI_6447,1932,1319.4523353955608
KMI_6447,1933,680.7857786854735
KMI_6447,1934,549.9483011515855
KMI_6447,1935,1025.9609743212418
KMI_6447,1936,567.6916421089851
KMI_6447,1937,519.7965514044871
KMI_6447,1938,668.1537692805048
KMI_6447,1939,945.0835278876601
KMI_6447,1940,680.9554399266889
KMI_6447,1941,561.1472499628684
KMI_6447,1942,1761.4388618366588
KMI_6447,1943,1428.6018285797252
KMI_6447,1944,435.1444781665025
KMI_6447,1945,1159.494809769182
KMI_6447,1946,860.215707497068
KMI_6447,1947,729.1151961061439
KMI_6447,1948,911.1947649627265
KMI_6447,1949,419.484294216309
KMI_6447,1950,1366.8655530505864
KMI_6447,1951,981.4986466363521
KMI_6447,1952,1238.1973187252088
KMI_6447,1953,565.9430212904546
KMI_6447,1954,868.9881183781582
KMI_6447,1955,414.860031636906
KMI_6447,1956,1197.4206268959463
KMI_6447,1957,792.2522622729753
KMI_6447,1958,855.254947199476
KMI_6447,1959,573.8183835304891
KMI_6447,1960,1392.9485283304098
KMI_6447,1961,1083.2314103356136
KMI_6447,1962,2394.6799978398453
KMI_6447,1963,968.4018060057444
KMI_6447,1964,1331.2336916135253
KMI_6447,1965,1345.804270722091
KMI_6447,1966,1104.3059431017673
KMI_6447,1967,698.5153376999275
KMI_6447,1968,859.6909318068783
KMI_6447,1969,1451.6864563369863
KMI_6447,1970,789.7633562347913
KMI_6447,1971,1123.377506350972
KMI_6447,1972,902.9462254593708
KMI_6447,1973,580.776323327405
KMI_6447,1974,1259.9686449373926
KMI_6447,1975,630.5983097952619
KMI_6447,1976,1016.6423754738943
KMI_6447,1977,762.0887064577523
KMI_6447,1978,1381.7206892992592
KMI_6447,1979,994.5576453408664
KMI_6447,1980,1224.0575939695261
KMI_6447,1981,1056.2362250879853
KMI_6447,1982,840.7458178367622
KMI_6447,1983,595.9506021066045
KMI_6447,1984,893.5379954172579
KMI_6447,1985,1001.9408474948177
KMI_6447,1986,844.4482694207816
KMI_6447,1987,672.5164945411755
KMI_6447,1988,1254.0461091439818
KMI_6447,1989,418.4957908409616
KMI_6447,1990,918.8486511810971
KMI_6447,1991,1287.502561590178
KMI_6447,1992,1753.8289705406596
KMI_6447,1993,1114.5642291452107
KMI_6447,1994,1253.010939289748
KMI_6447,1995,828.6564122831172
KMI_6447,1996,1120.160074782468
KMI_6447,1997,1148.0040950683215
KMI_6447,1998,916.0867955928761
KMI_6447,1999,1244.9595080645206
KMI_6447,2000,747.0818690302189
KMI_6447,2001,1612.289536979812
KMI_6447,2002,1535.1777689802007
KMI_6447,2004,2366.9205480298447
KMI_6447,2005,1823.66704647479
KMI_6447,2006,1010.5210688050998
KMI_6447,2007,841.3860487469128
KMI_6447,2008,828.6863306027681
KMI_6447,2009,1300.5674778123148
KMI_6447,2010,1551.8713509669808
KMI_6447,2011,3461.2403726482544
KMI_6447,2012,1352.0898929081993
KMI_6447,2013,1103.7240598178164
KMI_6447,2014,1056.4837812943629
KMI_6447,2015,676.5976777119806
KMI_6447,2016,1316.9231628578348
KMI_6447,2017,807.2455807021348
KMI_6447,2018,1509.8716430317304
KMI_6447,2019,843.2451172456831
KMI_6447,2020,689.8155273778458
KMI_6447,2021,2724.7828691453255
KMI_6447,2022,1321.2305009781244
KMI_6447,2023,1253.7957163282438
KMI_6447,2024,3293.8247227651636
KMI_6464,2003,1085.1157171889422
KMI_6464,2004,1774.980603735412
KMI_6464,2005,804.188367318023
KMI_6464,2006,1321.7950064885704
KMI_6464,2007,1221.2273462683575
KMI_6464,2008,1332.416662088472
KMI_6464,2009,727.9967143641874
KMI_6464,2010,959.2306695906235
KMI_6464,2011,2924.2683940103134
KMI_6464,2012,1050.1325693953604
KMI_6464,2013,1253.700078144656
KMI_6464,2014,705.1489661263511
KMI_6464,2016,2499.3241143192236
KMI_6464,2017,788.264295285714
KMI_6464,2018,923.2967845167784
KMI_6464,2019,845.6044773379167
KMI_6464,2020,1094.644348191277
KMI_6464,2021,1913.910391141856
KMI_6464,2022,911.6496726937254
KMI_6464,2023,1279.3134973926958
KMI_6464,2024,1651.6451011031643
KMI_6477,2005,956.5836295121462
KMI_6477,2006,1499.936531135131
KMI_6477,2007,2135.848387290792
KMI_6477,2008,1658.2085697497657
KMI_6477,2009,1076.7482407886434
KMI_6477,2010,1195.7880877159014
KMI_6477,2011,1195.6394623255303
KMI_6477,2012,838.1901270306632
KMI_6477,2013,304.05745267165594
KMI_6477,2014,1174.6144738746139
KMI_6477,2015,1551.032482918045
KMI_6477,2016,3043.2706323523166
KMI_6477,2017,611.9649223893967
KMI_6477,2018,1749.9214811743707
KMI_6477,2019,1025.3197950031602
KMI_6477,2020,686.1137554065712
KMI_6477,2021,2259.9581885916177
KMI_6477,2022,807.4114473813798
KMI_6477,2023,2216.1900443903587
KMI_6477,2024,1546.096275702825
VMM_P01_003,2005,2111.0440185983025
VMM_P01_003,2006,801.5999536532696
VMM_P01_003,2007,1723.834989573992
VMM_P01_003,2008,3416.8339233465913
VMM_P01_003,2009,1462.6227689869927
VMM_P01_003,2010,1177.7698720189612
VMM_P01_003,2011,747.6794617502802
VMM_P01_003,2012,950.1556354003288
VMM_P01_003,2013,1394.1913202277738
VMM_P01_003,2014,1230.6018807553296
VMM_P01_003,2015,2130.4533792818647
VMM_P01_003,2016,775.3347957714626
VMM_P01_003,2017,1354.0754704019676
VMM_P01_003,2018,1432.0525823662233
VMM_P01_003,2019,543.1594730134885
VMM_P01_003,2020,608.8396333250232
VMM_P01_003,2021,755.2364510256815
VMM_P01_003,2022,1186.54752178341
VMM_P01_003,2023,1260.6207522671136
VMM_P01_003,2024,837.6162538472231
VMM_P01_010,2005,1596.5437606815515
VMM_P01_010,2006,923.6471913824363
VMM_P01_010,2007,1422.8659723512478
VMM_P01_010,2008,1716.0065670163217
VMM_P01_010,2009,792.8977271993973
VMM_P01_010,2010,1481.550834091099
VMM_P01_010,2011,1625.058627241803
VMM_P01_010,2012,2113.524726384852
VMM_P01_010,2015,801.1334170767741
VMM_P01_010,2016,1159.3692295693663
VMM_P01_010,2017,1047.0620962559487
VMM_P01_010,2018,887.7531343981311
VMM_P01_010,2019,871.5882855889656
VMM_P01_010,2020,1420.4439943807993
VMM_P01_010,2021,1694.4916884668096
VMM_P01_010,2022,527.7166475323886
VMM_P01_010,2023,1512.6273961644017
VMM_P01_010,2024,990.2857095691089
VMM_P01_015,2005,1099.6294509332602
VMM_P01_015,2006,950.6576024345093
VMM_P01_015,2007,2274.973321306982
VMM_P01_015,2008,1059.7103457860026
VMM_P01_015,2009,769.4689560989208
VMM_P01_015,2011,941.2013793125964
VMM_P01_015,2012,1286.5067210016668
VMM_P01_015,2013,803.6477859470358
VMM_P01_015,2014,1884.8933754035538
VMM_P01_015,2015,782.5148620953457
VMM_P01_015,2016,640.5224122964407
VMM_P01_015,2017,1014.8383748582963
VMM_P01_015,2018,825.0503629724124
VMM_P01_015,2019,695.4680822405661
VMM_P01_015,2020,1305.050614774068
VMM_P01_015,2021,2552.083020195374
VMM_P01_015,2022,923.9632911255825
VMM_P01_015,2023,1199.7602638010228
VMM_P01_015,2024,725.5868381923558
VMM_P01_029,2009,807.1093687906284
VMM_P01_029,2010,1197.4359075246832
VMM_P01_029,2014,2677.2371797596124
VMM_P01_029,2015,1274.9710063538246
VMM_P01_029,2016,1084.9065360660259
VMM_P01_029,2017,4190.839015186275
VMM_P01_029,2018,730.2574159195801
VMM_P01_029,2019,850.6458541696
VMM_P01_029,2020,1221.633294158865
VMM_P01_029,2021,1216.6076151811153
VMM_P01_029,2022,855.5989635187226
VMM_P01_029,2023,1188.9265135638054
VMM_P01_037,2009,891.7312060750284
VMM_P01_037,2015,680.8446429634355
VMM_P01_037,2016,1093.1439253067656
VMM_P01_037,2017,1235.1530205816214
VMM_P01_037,2018,1330.3496657720032
VMM_P01_037,2019,749.7398814858609
VMM_P01_037,2020,1008.8762116218953
VMM_P01_037,2021,1891.1412210253288
VMM_P01_037,2022,933.0265109001158
VMM_P01_037,2023,1635.0814969771734
VMM_P01_037,2024,930.5399356688811
VMM_P02_004,2005,4010.9663356566753
VMM_P02_004,2006,1155.196450103844
VMM_P02_004,2007,1144.820256172539
VMM_P02_004,2008,1418.1797558440237
VMM_P02_004,2009,890.1036045564539
VMM_P02_004,2010,1230.4813611498896
VMM_P02_004,2011,914.6410793107456
VMM_P02_004,2012,1345.3322439314886
VMM_P02_004,2013,1449.0270549097029
VMM_P02_004,2014,1853.2343632394166
VMM_P02_004,2015,2862.5789781051585
VMM_P02_004,2016,1081.0118043322905
VMM_P02_004,2017,1146.9490378361384
VMM_P02_004,2018,613.239592496147
VMM_P02_004,2020,517.8701829204263
VMM_P02_004,2021,1501.5693467017013
VMM_P02_004,2022,937.6705938298696
VMM_P02_004,2023,1179.6025446703452
VMM_P02_004,2024,780.8694363479746
VMM_P02_008,2005,1224.1623935490124
VMM_P02_008,2007,1533.1364567068672
VMM_P02_008,2008,1628.0667885237847
VMM_P02_008,2009,1040.346800131515
VMM_P02_008,2010,1340.260557931243
VMM_P02_008,2011,648.0818974807956
VMM_P02_008,2012,1349.2880051527209
VMM_P02_008,2013,719.9128785393796
VMM_P02_008,2014,758.9452019887416
VMM_P02_008,2015,847.9832284850025
VMM_P02_008,2016,757.7488723825503
VMM_P02_008,2017,2118.216790918909
VMM_P02_008,2018,1042.2751403880686
VMM_P02_008,2019,731.3792445654381
VMM_P02_008,2020,919.2503936952262
VMM_P02_008,2021,1323.1990417292902
VMM_P02_008,2022,494.88669291211454
VMM_P02_008,2023,963.8212799578044
VMM_P02_008,2024,598.2826273366908
VMM_P02_030,2010,1251.5249645167557
VMM_P02_030,2011,521.7099815542477
VMM_P02_030,2012,1068.2741681662103
VMM_P02_030,2013,1130.3314795993456
VMM_P02_030,2014,1119.4116550899178
VMM_P02_030,2015,1195.1876402178777
VMM_P02_030,2016,1166.5648775132145
VMM_P02_030,2017,1729.19944326183
VMM_P02_030,2018,881.2811462631774
VMM_P02_030,2019,1027.0056937123968
VMM_P02_030,2020,932.1679345534599
VMM_P02_030,2023,1567.1739175918276
VMM_P02_030,2024,1219.775979824462
VMM_P03_005,2005,2203.5672666626524
VMM_P03_005,2006,934.0387858043441
VMM_P03_005,2007,1465.5173361050129
VMM_P03_005,2008,1825.6486894525729
VMM_P03_005,2009,1483.716347158989
VMM_P03_005,2010,1687.8133922186437
VMM_P03_005,2011,941.2072010995554
VMM_P03_005,2012,1438.474712546614
VMM_P03_005,2013,971.1780227523091
VMM_P03_005,2014,969.9157184886825
VMM_P03_005,2015,819.3996350060232
VMM_P03_005,2016,1393.504805427854
VMM_P03_005,2017,978.6566434944617
VMM_P03_005,2018,655.2993941424634
VMM_P03_005,2019,1093.5506835421052
VMM_P03_005,2020,1578.3275055384113
VMM_P03_005,2021,1722.9458622638188
VMM_P03_005,2022,1596.8714642964337
VMM_P03_005,2023,1412.7714005308303
VMM_P03_005,2024,725.3536632967969
VMM_P03_017,2005,2253.4619938432197
VMM_P03_017,2006,2900.3217006527125
VMM_P03_017,2007,1001.4116530509058
VMM_P03_017,2008,1881.990337424806
VMM_P03_017,2009,1476.0176722385186
VMM_P03_017,2010,2086.217496532834
VMM_P03_017,2014,1600.420698070628
VMM_P03_017,2015,839.5592107237966
VMM_P03_017,2017,837.1124529482057
VMM_P03_017,2018,627.6184149114671
VMM_P03_017,2019,774.736247416192
VMM_P03_017,2020,1174.246306415435
VMM_P03_017,2021,1645.4327589017585
VMM_P03_017,2022,979.3481661212835
VMM_P03_017,2023,1030.8690075483948
VMM_P03_017,2024,940.2404856355517
VMM_P03_036,2009,3246.7455684902297
VMM_P03_036,2010,1566.3845618632379
VMM_P03_036,2011,1091.694371616572
VMM_P03_036,2012,1785.2664382844673
VMM_P03_036,2013,1143.8797494617688
VMM_P03_036,2014,1411.9959901023792
VMM_P03_036,2015,765.3223565641048
VMM_P03_036,2016,2974.4649366240383
VMM_P03_036,2017,1093.6424231533413
VMM_P03_036,2018,632.2684446611657
VMM_P03_036,2019,879.2417084647706
VMM_P03_036,2020,867.9491365100387
VMM_P03_036,2021,1634.5198570492914
VMM_P03_036,2022,1175.155852354376
VMM_P03_036,2023,1116.4246677181607
VMM_P03_036,2024,1099.0258394938637
VMM_P03_041,2009,1127.1028845796895
VMM_P03_041,2010,1449.397459833458
VMM_P03_041,2011,417.4451752167414
VMM_P03_041,2012,1779.2938387914983
VMM_P03_041,2013,817.5113836173565
VMM_P03_041,2014,1280.9214100254144
VMM_P03_041,2015,943.4588109711283
VMM_P03_041,2016,1333.3892066291226
VMM_P03_041,2017,778.1433711325631
VMM_P03_041,2018,828.056371810087
VMM_P03_041,2019,1107.640782272731
VMM_P03_041,2020,921.4914060945749
VMM_P03_041,2021,1519.860586169089
VMM_P03_041,2022,1079.009144791988
VMM_P03_041,2023,866.1608781335713
VMM_P03_041,2024,1023.4642424600038
VMM_P04_001,2005,2100.680336427843
VMM_P04_001,2006,1426.8089984958578
VMM_P04_001,2007,1539.652871178418
VMM_P04_001,2008,2730.308308638117
VMM_P04_001,2009,1671.5475844505518
VMM_P04_001,2010,2331.903554863566
VMM_P04_001,2011,1485.9134853655105
VMM_P04_001,2012,1017.2489533631233
VMM_P04_001,2015,695.5230069932503
VMM_P04_001,2016,1491.8819148349394
VMM_P04_001,2017,816.9395111692912
VMM_P04_001,2019,590.6486812552555
VMM_P04_001,2020,1599.8085843541
VMM_P04_001,2021,1451.3611992640392
VMM_P04_001,2022,1111.5670511601122
VMM_P04_001,2023,933.2318229684681
VMM_P04_001,2024,1133.258458260995
VMM_P04_020,2007,1860.302958658688
VMM_P04_020,2010,976.6779918573384
VMM_P04_020,2011,1396.3098457431354
VMM_P04_020,2012,820.8312583972155
VMM_P04_020,2013,982.2636911405428
VMM_P04_020,2014,1402.8977521281865
VMM_P04_020,2016,1405.7043846976194
VMM_P04_020,2017,820.8775505432651
VMM_P04_020,2018,628.386398992593
VMM_P04_020,2019,848.5158008754372
VMM_P04_020,2020,2628.9727241760565
VMM_P04_020,2021,3147.431959981693
VMM_P04_020,2022,1325.4365951503478
VMM_P04_020,2023,1139.2281514488798
VMM_P04_020,2024,820.8194664455036
VMM_P04_027,2009,967.7955338806283
VMM_P04_027,2010,1251.094432792082
VMM_P04_027,2011,1902.4509417002891
VMM_P04_027,2012,839.7182095372506
VMM_P04_027,2013,1018.3206944869537
VMM_P04_027,2014,1367.5028440203962
VMM_P04_027,2015,956.8404569839266
VMM_P04_027,2016,1329.8881774570186
VMM_P04_027,2017,846.1959749471227
VMM_P04_027,2018,2049.085501079946
VMM_P04_027,2019,894.5244894533204
VMM_P04_027,2020,989.848324364282
VMM_P04_027,2022,1549.1672830452383
VMM_P04_027,2023,913.4571979203582
VMM_P04_027,2024,2735.5973938841353
VMM_P05_019,2007,1075.7467871501035
VMM_P05_019,2008,959.3508555481909
VMM_P05_019,2009,979.5807762421498
VMM_P05_019,2010,954.8003616352149
VMM_P05_019,2012,754.8984123840462
VMM_P05_019,2013,950.8632751537631
VMM_P05_019,2016,811.4931114072197
VMM_P05_019,2017,668.1122701043466
VMM_P05_019,2018,562.2838744090072
VMM_P05_019,2019,676.7789087159424
VMM_P05_019,2020,511.43397814349277
VMM_P05_019,2021,1605.2214890466855
VMM_P05_019,2022,1786.6487323846286
VMM_P05_019,2023,1882.2064643716035
VMM_P05_019,2024,1267.8802207134102
VMM_P05_038,2010,979.4754408720419
VMM_P05_038,2011,704.8401489484135
VMM_P05_038,2012,1334.7967424887745
VMM_P05_038,2013,1524.7518549251465
VMM_P05_038,2015,972.6585747930671
VMM_P05_038,2016,912.8488675049151
VMM_P05_038,2017,956.6649100710073
VMM_P05_038,2018,1022.0922795917121
VMM_P05_038,2019,835.9427277948774
VMM_P05_038,2020,594.079431390121
VMM_P05_038,2021,1378.9725297166676
VMM_P05_038,2022,677.4728396638538
VMM_P05_038,2023,2029.6624308714886
VMM_P05_038,2024,861.8812195404763
VMM_P05_039,2009,1700.3479859576607
VMM_P05_039,2010,1523.935270922794
VMM_P05_039,2011,772.5841643358893
VMM_P05_039,2012,2119.79374404138
VMM_P05_039,2013,1148.1815353756695
VMM_P05_039,2014,2925.8957969138933
VMM_P05_039,2015,1582.8683633039243
VMM_P05_039,2016,1147.2744769499893
VMM_P05_039,2017,773.7091935258582
VMM_P05_039,2018,839.8531294527186
VMM_P05_039,2019,1023.8437071719101
VMM_P05_039,2020,693.3071434504819
VMM_P05_039,2021,1358.840483650005
VMM_P05_039,2022,555.5710411964732
VMM_P05_039,2023,1357.38083041044
VMM_P06_014,2006,1314.8616806896143
VMM_P06_014,2007,933.0361157986556
VMM_P06_014,2008,919.4387272276749
VMM_P06_014,2009,957.9821712679261
VMM_P06_014,2010,1105.4475679867085
VMM_P06_014,2011,1213.377583423999
VMM_P06_014,2012,885.2365875995381
VMM_P06_014,2013,1293.8279591826372
VMM_P06_014,2014,995.6445064249106
VMM_P06_014,2015,1208.8613346634609
VMM_P06_014,2016,668.7032211677575
VMM_P06_014,2017,932.9389954970666
VMM_P06_014,2019,750.1616737025186
VMM_P06_014,2021,1667.1985125042604
VMM_P06_014,2022,940.1144222910385
VMM_P06_014,2023,1388.657610724087
VMM_P06_014,2024,1122.9448507085835
VMM_P06_040,2009,1863.1341443282447
VMM_P06_040,2010,1297.9229378977057
VMM_P06_040,2011,653.3741386296185
VMM_P06_040,2012,1023.479722137229
VMM_P06_040,2013,1233.9313507371457
VMM_P06_040,2014,932.9121876442928
VMM_P06_040,2015,830.9266626489502
VMM_P06_040,2016,1148.1875385758813
VMM_P06_040,2017,870.9471084038215
VMM_P06_040,2018,1010.8242843863661
VMM_P06_040,2019,846.2453893879276
VMM_P06_040,2020,1133.688984062233
VMM_P06_040,2021,972.0400697306063
VMM_P06_040,2022,809.6673700770416
VMM_P06_040,2023,1368.863575335537
VMM_P06_040,2024,909.2700936246573
VMM_P07_006,2005,1306.2599461510424
VMM_P07_006,2006,936.1827651075062
VMM_P07_006,2007,1037.3506659338755
VMM_P07_006,2008,1965.3794802235525
VMM_P07_006,2009,770.4446969193157
VMM_P07_006,2010,910.6934491163742
VMM_P07_006,2011,1065.0352109361581
VMM_P07_006,2012,1172.3622690147045
VMM_P07_006,2013,1330.8322335063433
VMM_P07_006,2014,1157.8378754044495
VMM_P07_006,2015,977.6511837708745
VMM_P07_006,2016,1471.5444930435483
VMM_P07_006,2019,754.1928645196984
VMM_P07_006,2020,867.5372250765205
VMM_P07_006,2021,1048.5779764706056
VMM_P07_006,2022,644.1515839867144
VMM_P07_006,2023,1118.2209563235815
VMM_P07_006,2024,931.7813945187763
VMM_P07_021,2009,834.3919851840482
VMM_P07_021,2010,868.4587784330297
VMM_P07_021,2011,1467.5356778883688
VMM_P07_021,2012,1098.4394127704754
VMM_P07_021,2013,1627.8550138761373
VMM_P07_021,2014,1316.4380815959503
VMM_P07_021,2015,569.6100909702066
VMM_P07_021,2016,2513.796307356241
VMM_P07_021,2017,631.4629202525138
VMM_P07_021,2019,878.9884367711828
VMM_P07_021,2020,688.0291254143611
VMM_P07_021,2021,1758.1847006824958
VMM_P07_021,2022,841.6797506425753
VMM_P07_021,2023,1104.5313548948375
VMM_P07_021,2024,1778.790132531835
VMM_P07_022,2007,1392.4654467056068
VMM_P07_022,2009,1331.8491571430843
VMM_P07_022,2012,1207.6964411790786
VMM_P07_022,2013,1468.153302070266
VMM_P07_022,2014,1520.0968079936504
VMM_P07_022,2015,1240.6065506069576
VMM_P07_022,2016,995.2046606577635
VMM_P07_022,2017,584.4822823657394
VMM_P07_022,2018,921.771487616432
VMM_P07_022,2019,1359.962181571518
VMM_P07_022,2020,1086.7636678861147
VMM_P07_022,2021,1992.1716228535986
VMM_P07_022,2022,951.3659510063676
VMM_P07_022,2023,881.1391500679182
VMM_P07_022,2024,2100.9011464855294
VMM_P08_009,2005,3804.4986484646774
VMM_P08_009,2006,884.0959502527309
VMM_P08_009,2008,794.4481265857496
VMM_P08_009,2010,1092.7096039440585
VMM_P08_009,2011,1549.8379541702266
VMM_P08_009,2012,1602.410777351667
VMM_P08_009,2013,1106.3664663985685
VMM_P08_009,2014,808.3127434249557
VMM_P08_009,2015,485.98495373194186
VMM_P08_009,2017,939.1659840789723
VMM_P08_009,2018,769.7792369835206
VMM_P08_009,2019,1098.6436409765652
VMM_P08_009,2020,796.5030968390712
VMM_P08_009,2021,2239.3986385229523
VMM_P08_009,2022,1012.6092978980272
VMM_P08_009,2023,1269.4022377587005
VMM_P08_009,2024,1178.5383934548759
VMM_P08_013,2005,1769.6894029806615
VMM_P08_013,2006,1061.771721844154
VMM_P08_013,2007,543.2808115052845
VMM_P08_013,2008,1026.973909060983
VMM_P08_013,2009,1629.9999422504116
VMM_P08_013,2010,1855.247082787906
VMM_P08_013,2011,2533.5972066891645
VMM_P08_013,2012,840.6804788595429
VMM_P08_013,2013,871.4243552385688
VMM_P08_013,2015,629.6806109470793
VMM_P08_013,2016,1213.5655549463459
VMM_P08_013,2017,892.7142802571009
VMM_P08_013,2018,867.1430142544356
VMM_P08_013,2019,908.7200482968568
VMM_P08_013,2020,697.8145568797522
VMM_P08_013,2021,1165.3608294728479
VMM_P08_013,2022,1012.653611970162
VMM_P08_013,2023,1175.7731508013508
VMM_P08_013,2024,1680.6844476088663
VMM_P08_018,2005,1065.6055766004347
VMM_P08_018,2006,863.15389043012
VMM_P08_018,2007,839.1257700678652
VMM_P08_018,2008,1215.1323995755204
VMM_P08_018,2009,944.7341577346812
VMM_P08_018,2010,1239.4981444066098
VMM_P08_018,2011,3570.091727736301
VMM_P08_018,2012,1912.293217343014
VMM_P08_018,2013,2523.7044139261297
VMM_P08_018,2015,1164.310354645086
VMM_P08_018,2017,1347.0229391431778
VMM_P08_018,2019,665.3989028389881
VMM_P08_018,2020,613.7973638954584
VMM_P08_018,2021,1058.664468726845
VMM_P08_018,2022,828.1411598813258
VMM_P08_018,2023,1802.6946122174402
VMM_P08_018,2024,2182.3720741946645
VMM_P08_023,2009,754.2854336967945
VMM_P08_023,2015,582.5166116536836
VMM_P08_023,2016,990.1212182224333
VMM_P08_023,2017,692.2817045693013
VMM_P08_023,2018,926.1732978794865
VMM_P08_023,2019,1083.0069148331802
VMM_P08_023,2020,704.0756749571644
VMM_P08_023,2021,2886.3890070581087
VMM_P08_023,2022,850.7919320565117
VMM_P08_023,2023,1454.6945435016353
VMM_P08_023,2024,1966.0847773673158
VMM_P08_028,2010,1417.5985638451145
VMM_P08_028,2011,3163.716123858241
VMM_P08_028,2012,928.7767123159715
VMM_P08_028,2013,938.8310119281169
VMM_P08_028,2014,920.0585580109089
VMM_P08_028,2015,654.2494022218943
VMM_P08_028,2016,1528.5093275417732
VMM_P08_028,2017,652.7283283513286
VMM_P08_028,2018,636.5595489804499
VMM_P08_028,2020,550.6356588372195
VMM_P08_028,2021,2081.998606175696
