station,jaar,maand_id,maand,erosiviteit
KMI_6447,1975,11,November,73.06
KMI_6447,1975,12,December,51.36
KMI_6447,1976,1,Januari,13.22
KMI_6447,1976,2,Februari,16.43
KMI_6447,1976,3,Maart,13.92
KMI_6447,1976,4,April,2.14
KMI_6447,1976,5,Mei,19.19
KMI_6447,1976,6,Juni,0.26
KMI_6447,1976,7,Juli,717.12
KMI_6447,1976,8,Augustus,23.85
KMI_6447,1976,9,September,73.53
KMI_6447,1976,10,Oktober,26.9
KMI_6447,1976,11,November,54.17
KMI_6447,1976,12,December,55.91
KMI_6447,1977,1,Januari,22.89
KMI_6447,1977,2,Februari,46.02
KMI_6447,1977,3,Maart,94.96
KMI_6447,1977,4,April,35.29
KMI_6447,1977,5,Mei,76.34
KMI_6447,1977,6,Juni,193.64
KMI_6447,1977,7,Juli,64.12
KMI_6447,1977,8,Augustus,32.12
KMI_6447,1977,9,September,18.16
KMI_6447,1977,10,Oktober,18.01
KMI_6447,1977,11,November,140.45
KMI_6447,1977,12,December,20.06
KMI_6447,1978,1,Januari,20.3
KMI_6447,1978,2,Februari,10.02
KMI_6447,1978,3,Maart,102.38
KMI_6447,1978,4,April,53.38
KMI_6447,1978,5,Mei,733.15
KMI_6447,1978,6,Juni,208.9
KMI_6447,1978,7,Juli,92.25
KMI_6447,1978,8,Augustus,23.97
KMI_6447,1978,9,September,33.97
KMI_6447,1978,10,Oktober,24.57
KMI_6447,1978,11,November,7.41
KMI_6447,1978,12,December,71.44
KMI_6447,1979,1,Januari,18.36
KMI_6447,1979,2,Februari,14.84
KMI_6447,1979,3,Maart,65.29
KMI_6447,1979,4,April,26.6
KMI_6447,1979,5,Mei,32.35
KMI_6447,1979,6,Juni,262.16
KMI_6447,1979,7,Juli,12.98
KMI_6447,1979,8,Augustus,436.04
KMI_6447,1979,9,September,1.04
KMI_6447,1979,10,Oktober,11.09
KMI_6447,1979,11,November,62.09
KMI_6447,1979,12,December,51.71
KMI_6447,1980,1,Januari,39.15
KMI_6447,1980,2,Februari,19.64
KMI_6447,1980,3,Maart,83.29
KMI_6447,1980,4,April,41.28
KMI_6447,1980,5,Mei,50.85
KMI_6447,1980,6,Juni,111.53
KMI_6447,1980,7,Juli,212.97
KMI_6447,1980,8,Augustus,499.34
KMI_6447,1980,9,September,8.83
KMI_6447,1980,10,Oktober,99.17
KMI_6447,1980,11,November,20.37
KMI_6447,1980,12,December,37.63
KMI_6447,1981,1,Januari,121.36
KMI_6447,1981,2,Februari,18.09
KMI_6447,1981,3,Maart,76.73
KMI_6447,1981,4,April,11.31
KMI_6447,1981,5,Mei,271.4
KMI_6447,1981,6,Juni,152.31
KMI_6447,1981,7,Juli,14.71
KMI_6447,1981,8,Augustus,144.35
KMI_6447,1981,9,September,64.01
KMI_6447,1981,10,Oktober,65.07
KMI_6447,1981,11,November,52.1
KMI_6447,1981,12,December,64.79
KMI_6447,1982,1,Januari,28.45
KMI_6447,1982,2,Februari,2.91
KMI_6447,1982,3,Maart,64.59
KMI_6447,1982,4,April,13.03
KMI_6447,1982,5,Mei,26.21
KMI_6447,1982,6,Juni,159.62
KMI_6447,1982,7,Juli,123.5
KMI_6447,1982,8,Augustus,137.63
KMI_6447,1982,9,September,25.4
KMI_6447,1982,10,Oktober,167.38
KMI_6447,1982,11,November,31.49
KMI_6447,1982,12,December,60.53
KMI_6447,1983,1,Januari,62.1
KMI_6447,1983,2,Februari,15.24
KMI_6447,1983,3,Maart,59.48
KMI_6447,1983,4,April,38.79
KMI_6447,1983,5,Mei,44.69
KMI_6447,1983,6,Juni,134.92
KMI_6447,1983,7,Juli,110.27
KMI_6447,1983,8,Augustus,4.83
KMI_6447,1983,9,September,49.43
KMI_6447,1983,10,Oktober,12.83
KMI_6447,1983,11,November,33.36
KMI_6447,1983,12,December,30.03
KMI_6447,1984,1,Januari,55.48
KMI_6447,1984,2,Februari,89.63
KMI_6447,1984,3,Maart,25.33
KMI_6447,1984,4,April,8.34
KMI_6447,1984,5,Mei,122.37
KMI_6447,1984,6,Juni,45.59
KMI_6447,1984,7,Juli,26.59
KMI_6447,1984,8,Augustus,28.24
KMI_6447,1984,9,September,331.14
KMI_6447,1984,10,Oktober,66.99
KMI_6447,1984,11,November,86.32
KMI_6447,1984,12,December,7.53
KMI_6447,1985,1,Januari,28.67
KMI_6447,1985,2,Februari,3.8
KMI_6447,1985,3,Maart,29.73
KMI_6447,1985,4,April,67.69
KMI_6447,1985,5,Mei,260.14
KMI_6447,1985,6,Juni,299.51
KMI_6447,1985,7,Juli,50.21
KMI_6447,1985,8,Augustus,83.33
KMI_6447,1985,9,September,32.23
KMI_6447,1985,10,Oktober,14.74
KMI_6447,1985,11,November,63.24
KMI_6447,1985,12,December,68.65
KMI_6447,1986,1,Januari,60.03
KMI_6447,1986,2,Februari,2.32
KMI_6447,1986,3,Maart,83.38
KMI_6447,1986,4,April,36.17
KMI_6447,1986,5,Mei,43.2
KMI_6447,1986,6,Juni,78.62
KMI_6447,1986,7,Juli,24.42
KMI_6447,1986,8,Augustus,83.44
KMI_6447,1986,9,September,219.42
KMI_6447,1986,10,Oktober,123.67
KMI_6447,1986,11,November,43.31
KMI_6447,1986,12,December,46.48
KMI_6447,1987,1,Januari,13.29
KMI_6447,1987,2,Februari,36.43
KMI_6447,1987,3,Maart,51.97
KMI_6447,1987,4,April,10.69
KMI_6447,1987,5,Mei,64.98
KMI_6447,1987,6,Juni,93.78
KMI_6447,1987,7,Juli,176.7
KMI_6447,1987,8,Augustus,90.45
KMI_6447,1987,9,September,14.81
KMI_6447,1987,10,Oktober,60.5
KMI_6447,1987,11,November,52.6
KMI_6447,1987,12,December,6.31
KMI_6447,1988,1,Januari,66.47
KMI_6447,1988,2,Februari,61.49
KMI_6447,1988,3,Maart,59.77
KMI_6447,1988,4,April,36.17
KMI_6447,1988,5,Mei,297.14
KMI_6447,1988,6,Juni,29.47
KMI_6447,1988,7,Juli,212.05
KMI_6447,1988,8,Augustus,224.04
KMI_6447,1988,9,September,108.48
KMI_6447,1988,10,Oktober,74.56
KMI_6447,1988,11,November,25.94
KMI_6447,1988,12,December,58.48
KMI_6447,1989,1,Januari,10.05
KMI_6447,1989,2,Februari,21.65
KMI_6447,1989,3,Maart,48.67
KMI_6447,1989,4,April,41.54
KMI_6447,1989,5,Mei,23.43
KMI_6447,1989,6,Juni,41.28
KMI_6447,1989,7,Juli,8.97
KMI_6447,1989,8,Augustus,25.49
KMI_6447,1989,9,September,85.65
KMI_6447,1989,10,Oktober,34.27
KMI_6447,1989,11,November,6.57
KMI_6447,1989,12,December,70.92
KMI_6447,1990,1,Januari,53.42
KMI_6447,1990,2,Februari,169.36
KMI_6447,1990,3,Maart,15.97
KMI_6447,1990,4,April,53.8
KMI_6447,1990,5,Mei,14.78
KMI_6447,1990,6,Juni,232.39
KMI_6447,1990,7,Juli,54.68
KMI_6447,1990,8,Augustus,69.39
KMI_6447,1990,9,September,61.56
KMI_6447,1990,10,Oktober,104.95
KMI_6447,1990,11,November,39.19
KMI_6447,1990,12,December,49.37
KMI_6447,1991,1,Januari,68.14
KMI_6447,1991,2,Februari,5.62
KMI_6447,1991,3,Maart,4.52
KMI_6447,1991,4,April,36.46
KMI_6447,1991,5,Mei,18.56
KMI_6447,1991,6,Juni,77.67
KMI_6447,1991,7,Juli,542.25
KMI_6447,1991,8,Augustus,107.69
KMI_6447,1991,9,September,108.96
KMI_6447,1991,10,Oktober,6.2
KMI_6447,1991,11,November,250.43
KMI_6447,1991,12,December,60.99
KMI_6447,1992,1,Januari,13.6
KMI_6447,1992,2,Februari,11.78
KMI_6447,1992,3,Maart,46.21
KMI_6447,1992,4,April,31.2
KMI_6447,1992,5,Mei,68.4
KMI_6447,1992,6,Juni,373.61
KMI_6447,1992,7,Juli,193.22
KMI_6447,1992,8,Augustus,840.71
KMI_6447,1992,9,September,14.95
KMI_6447,1992,10,Oktober,56.51
KMI_6447,1992,11,November,42.97
KMI_6447,1992,12,December,60.67
KMI_6447,1993,1,Januari,66.04
KMI_6447,1993,2,Februari,3.75
KMI_6447,1993,3,Maart,0.16
KMI_6447,1993,4,April,21.35
KMI_6447,1993,5,Mei,220.72
KMI_6447,1993,6,Juni,102.09
KMI_6447,1993,7,Juli,217.75
KMI_6447,1993,8,Augustus,56.89
KMI_6447,1993,9,September,166.75
KMI_6447,1993,10,Oktober,111.22
KMI_6447,1993,11,November,40.82
KMI_6447,1993,12,December,107.02
KMI_6447,1994,1,Januari,95.25
KMI_6447,1994,2,Februari,7.8
KMI_6447,1994,3,Maart,48.19
KMI_6447,1994,4,April,18.5
KMI_6447,1994,5,Mei,71.01
KMI_6447,1994,6,Juni,59.96
KMI_6447,1994,7,Juli,269.31
KMI_6447,1994,8,Augustus,320.99
KMI_6447,1994,9,September,236.46
KMI_6447,1994,10,Oktober,42.89
KMI_6447,1994,11,November,10.56
KMI_6447,1994,12,December,72.1
KMI_6447,1995,1,Januari,61.98
KMI_6447,1995,2,Februari,50.12
KMI_6447,1995,3,Maart,38.08
KMI_6447,1995,4,April,23.62
KMI_6447,1995,5,Mei,228.16
KMI_6447,1995,6,Juni,133.01
KMI_6447,1995,7,Juli,165.45
KMI_6447,1995,8,Augustus,10.44
KMI_6447,1995,9,September,45.53
KMI_6447,1995,10,Oktober,0.78
KMI_6447,1995,11,November,32.57
KMI_6447,1995,12,December,38.9
KMI_6447,1996,1,Januari,2.96
KMI_6447,1996,2,Februari,41.71
KMI_6447,1996,3,Maart,6.82
KMI_6447,1996,4,April,0.76
KMI_6447,1996,5,Mei,65.66
KMI_6447,1996,6,Juni,10.55
KMI_6447,1996,7,Juli,111.86
KMI_6447,1996,8,Augustus,739.96
KMI_6447,1996,9,September,21.41
KMI_6447,1996,10,Oktober,20.18
KMI_6447,1996,11,November,88.67
KMI_6447,1996,12,December,9.62
KMI_6447,1997,1,Januari,0.32
KMI_6447,1997,2,Februari,49.7
KMI_6447,1997,3,Maart,7.79
KMI_6447,1997,4,April,7.38
KMI_6447,1997,5,Mei,144.38
KMI_6447,1997,6,Juni,120.43
KMI_6447,1997,7,Juli,324.61
KMI_6447,1997,8,Augustus,243.41
KMI_6447,1997,9,September,14.22
KMI_6447,1997,10,Oktober,177.19
KMI_6447,1997,11,November,29.0
KMI_6447,1997,12,December,29.57
KMI_6447,1998,1,Januari,61.8
KMI_6447,1998,2,Februari,11.58
KMI_6447,1998,3,Maart,58.04
KMI_6447,1998,4,April,104.34
KMI_6447,1998,5,Mei,58.1
KMI_6447,1998,6,Juni,76.91
KMI_6447,1998,7,Juli,25.5
KMI_6447,1998,8,Augustus,140.77
KMI_6447,1998,9,September,248.44
KMI_6447,1998,10,Oktober,76.91
KMI_6447,1998,11,November,29.81
KMI_6447,1998,12,December,23.89
KMI_6447,1999,1,Januari,96.88
KMI_6447,1999,2,Februari,23.2
KMI_6447,1999,3,Maart,32.97
KMI_6447,1999,4,April,43.08
KMI_6447,1999,5,Mei,56.35
KMI_6447,1999,6,Juni,110.85
KMI_6447,1999,7,Juli,42.3
KMI_6447,1999,8,Augustus,512.21
KMI_6447,1999,9,September,43.25
KMI_6447,1999,10,Oktober,33.5
KMI_6447,1999,11,November,14.28
KMI_6447,1999,12,December,236.09
KMI_6447,2000,1,Januari,15.14
KMI_6447,2000,2,Februari,33.15
KMI_6447,2000,3,Maart,47.89
KMI_6447,2000,4,April,46.74
KMI_6447,2000,5,Mei,101.44
KMI_6447,2000,6,Juni,20.18
KMI_6447,2000,7,Juli,207.82
KMI_6447,2000,8,Augustus,48.64
KMI_6447,2000,9,September,101.23
KMI_6447,2000,10,Oktober,50.01
KMI_6447,2000,11,November,54.44
KMI_6447,2000,12,December,20.41
KMI_6447,2001,1,Januari,43.26
KMI_6447,2001,2,Februari,54.31
KMI_6447,2001,3,Maart,73.76
KMI_6447,2001,4,April,133.67
KMI_6447,2001,5,Mei,142.86
KMI_6447,2001,6,Juni,130.81
KMI_6447,2001,7,Juli,418.88
KMI_6447,2001,8,Augustus,60.5
KMI_6447,2001,9,September,273.06
KMI_6447,2001,10,Oktober,191.45
KMI_6447,2001,11,November,66.75
KMI_6447,2001,12,December,22.99
KMI_6447,2002,1,Januari,32.97
KMI_6447,2002,2,Februari,116.07
KMI_6447,2002,3,Maart,29.97
KMI_6447,2002,4,April,23.2
KMI_6447,2002,5,Mei,30.6
KMI_6447,2002,6,Juni,224.29
KMI_6447,2002,7,Juli,113.43
KMI_6447,2002,8,Augustus,670.77
KMI_6447,2002,9,September,16.17
KMI_6447,2002,10,Oktober,153.91
KMI_6447,2002,11,November,48.58
KMI_6447,2002,12,December,75.21
KMI_6447,2004,1,Januari,441.87
KMI_6447,2004,2,Februari,12.56
KMI_6447,2004,3,Maart,8.47
KMI_6447,2004,4,April,22.78
KMI_6447,2004,5,Mei,47.38
KMI_6447,2004,6,Juni,185.92
KMI_6447,2004,7,Juli,608.26
KMI_6447,2004,8,Augustus,226.0
KMI_6447,2004,9,September,130.52
KMI_6447,2004,10,Oktober,556.94
KMI_6447,2004,11,November,76.11
KMI_6447,2004,12,December,50.11
KMI_6447,2005,1,Januari,36.27
KMI_6447,2005,2,Februari,26.92
KMI_6447,2005,3,Maart,41.44
KMI_6447,2005,4,April,21.43
KMI_6447,2005,5,Mei,53.47
KMI_6447,2005,6,Juni,383.74
KMI_6447,2005,7,Juli,611.92
KMI_6447,2005,8,Augustus,71.53
KMI_6447,2005,9,September,501.77
KMI_6447,2005,10,Oktober,33.46
KMI_6447,2005,11,November,29.05
KMI_6447,2005,12,December,12.66
KMI_6447,2006,1,Januari,4.87
KMI_6447,2006,2,Februari,20.12
KMI_6447,2006,3,Maart,38.88
KMI_6447,2006,4,April,23.13
KMI_6447,2006,5,Mei,95.0
KMI_6447,2006,6,Juni,20.97
KMI_6447,2006,7,Juli,218.47
KMI_6447,2006,8,Augustus,477.03
KMI_6447,2006,9,September,1.83
KMI_6447,2006,10,Oktober,53.14
KMI_6447,2006,11,November,28.74
KMI_6447,2006,12,December,28.35
KMI_6447,2007,1,Januari,40.64
KMI_6447,2007,2,Februari,56.15
KMI_6447,2007,3,Maart,21.07
KMI_6447,2007,4,April,0.0
KMI_6447,2007,5,Mei,116.14
KMI_6447,2007,6,Juni,320.82
KMI_6447,2007,7,Juli,83.12
KMI_6447,2007,8,Augustus,34.92
KMI_6447,2007,9,September,32.9
KMI_6447,2007,10,Oktober,47.57
KMI_6447,2007,11,November,21.74
KMI_6447,2007,12,December,66.32
KMI_6447,2008,1,Januari,25.23
KMI_6447,2008,2,Februari,22.09
KMI_6447,2008,3,Maart,52.23
KMI_6447,2008,4,April,28.38
KMI_6447,2008,5,Mei,35.26
KMI_6447,2008,6,Juni,113.65
KMI_6447,2008,7,Juli,248.87
KMI_6447,2008,8,Augustus,150.58
KMI_6447,2008,9,September,89.45
KMI_6447,2008,10,Oktober,22.09
KMI_6447,2008,11,November,32.31
KMI_6447,2008,12,December,8.55
KMI_6447,2009,1,Januari,17.65
KMI_6447,2009,2,Februari,13.83
KMI_6447,2009,3,Maart,48.6
KMI_6447,2009,4,April,27.0
KMI_6447,2009,5,Mei,97.4
KMI_6447,2009,6,Juni,182.32
KMI_6447,2009,7,Juli,84.5
KMI_6447,2009,8,Augustus,46.25
KMI_6447,2009,9,September,41.08
KMI_6447,2009,10,Oktober,595.71
KMI_6447,2009,11,November,82.52
KMI_6447,2009,12,December,63.7
KMI_6447,2010,1,Januari,11.07
KMI_6447,2010,2,Februari,30.31
KMI_6447,2010,3,Maart,63.64
KMI_6447,2010,4,April,6.96
KMI_6447,2010,5,Mei,90.05
KMI_6447,2010,6,Juni,33.77
KMI_6447,2010,7,Juli,612.38
KMI_6447,2010,8,Augustus,309.64
KMI_6447,2010,9,September,187.04
KMI_6447,2010,10,Oktober,32.14
KMI_6447,2010,11,November,151.37
KMI_6447,2010,12,December,23.52
KMI_6447,2011,1,Januari,42.37
KMI_6447,2011,2,Februari,13.73
KMI_6447,2011,3,Maart,16.56
KMI_6447,2011,4,April,47.18
KMI_6447,2011,5,Mei,28.49
KMI_6447,2011,6,Juni,251.37
KMI_6447,2011,7,Juli,32.58
KMI_6447,2011,8,Augustus,2426.05
KMI_6447,2011,9,September,477.95
KMI_6447,2011,10,Oktober,26.7
KMI_6447,2011,11,November,1.65
KMI_6447,2011,12,December,96.6
KMI_6447,2012,1,Januari,42.13
KMI_6447,2012,2,Februari,6.91
KMI_6447,2012,3,Maart,16.39
KMI_6447,2012,4,April,102.06
KMI_6447,2012,5,Mei,158.91
KMI_6447,2012,6,Juni,457.84
KMI_6447,2012,7,Juli,136.32
KMI_6447,2012,8,Augustus,13.72
KMI_6447,2012,9,September,167.36
KMI_6447,2012,10,Oktober,140.82
KMI_6447,2012,11,November,18.58
KMI_6447,2012,12,December,91.06
KMI_6447,2013,1,Januari,17.82
KMI_6447,2013,2,Februari,29.44
KMI_6447,2013,3,Maart,19.13
KMI_6447,2013,4,April,7.85
KMI_6447,2013,5,Mei,302.96
KMI_6447,2013,6,Juni,60.12
KMI_6447,2013,7,Juli,388.17
KMI_6447,2013,8,Augustus,77.87
KMI_6447,2013,9,September,22.35
KMI_6447,2013,10,Oktober,71.99
KMI_6447,2013,11,November,59.6
KMI_6447,2013,12,December,46.42
KMI_6447,2014,1,Januari,23.9
KMI_6447,2014,2,Februari,29.81
KMI_6447,2014,3,Maart,4.97
KMI_6447,2014,4,April,34.08
KMI_6447,2014,5,Mei,41.96
KMI_6447,2014,6,Juni,200.1
KMI_6447,2014,7,Juli,260.08
KMI_6447,2014,8,Augustus,350.68
KMI_6447,2014,9,September,11.08
KMI_6447,2014,10,Oktober,39.64
KMI_6447,2014,11,November,18.92
KMI_6447,2014,12,December,41.28
KMI_6447,2015,1,Januari,90.06
KMI_6447,2015,2,Februari,22.06
KMI_6447,2015,3,Maart,21.18
KMI_6447,2015,4,April,6.32
KMI_6447,2015,5,Mei,55.51
KMI_6447,2015,6,Juni,246.26
KMI_6447,2015,7,Juli,16.96
KMI_6447,2015,8,Augustus,86.79
KMI_6447,2015,9,September,39.27
KMI_6447,2015,10,Oktober,9.39
KMI_6447,2015,11,November,66.62
KMI_6447,2015,12,December,16.16
KMI_6447,2016,1,Januari,82.34
KMI_6447,2016,2,Februari,70.06
KMI_6447,2016,3,Maart,43.27
KMI_6447,2016,4,April,52.49
KMI_6447,2016,5,Mei,104.44
KMI_6447,2016,6,Juni,533.1
KMI_6447,2016,7,Juli,210.62
KMI_6447,2016,8,Augustus,33.05
KMI_6447,2016,9,September,23.57
KMI_6447,2016,10,Oktober,53.75
KMI_6447,2016,11,November,102.08
KMI_6447,2016,12,December,8.17
KMI_6447,2017,1,Januari,35.87
KMI_6447,2017,2,Februari,15.06
KMI_6447,2017,3,Maart,15.89
KMI_6447,2017,4,April,5.29
KMI_6447,2017,5,Mei,53.19
KMI_6447,2017,6,Juni,34.6
KMI_6447,2017,7,Juli,118.81
KMI_6447,2017,8,Augustus,235.7
KMI_6447,2017,9,September,120.3
KMI_6447,2017,10,Oktober,29.98
KMI_6447,2017,11,November,60.2
KMI_6447,2017,12,December,82.35
KMI_6447,2018,1,Januari,30.68
KMI_6447,2018,2,Februari,4.18
KMI_6447,2018,3,Maart,20.4
KMI_6447,2018,4,April,154.55
KMI_6447,2018,5,Mei,9.37
KMI_6447,2018,6,Juni,18.42
KMI_6447,2018,7,Juli,750.46
KMI_6447,2018,8,Augustus,253.24
KMI_6447,2018,9,September,132.6
KMI_6447,2018,10,Oktober,41.77
KMI_6447,2018,11,November,38.46
KMI_6447,2018,12,December,55.74
KMI_6447,2019,1,Januari,24.04
KMI_6447,2019,2,Februari,37.68
KMI_6447,2019,3,Maart,40.65
KMI_6447,2019,4,April,19.96
KMI_6447,2019,5,Mei,47.36
KMI_6447,2019,6,Juni,301.71
KMI_6447,2019,7,Juli,137.24
KMI_6447,2019,8,Augustus,60.05
KMI_6447,2019,9,September,86.31
KMI_6447,2019,10,Oktober,34.17
KMI_6447,2019,11,November,32.52
KMI_6447,2019,12,December,21.55
KMI_6447,2020,1,Januari,31.55
KMI_6447,2020,2,Februari,54.95
KMI_6447,2020,3,Maart,31.57
KMI_6447,2020,4,April,9.35
KMI_6447,2020,5,Mei,0.56
KMI_6447,2020,6,Juni,243.46
KMI_6447,2020,7,Juli,4.59
KMI_6447,2020,8,Augustus,99.93
KMI_6447,2020,9,September,108.48
KMI_6447,2020,10,Oktober,53.87
KMI_6447,2020,11,November,28.5
KMI_6447,2020,12,December,23.02
KMI_6447,2021,1,Januari,91.15
KMI_6447,2021,2,Februari,24.83
KMI_6447,2021,3,Maart,20.48
KMI_6447,2021,4,April,17.0
KMI_6447,2021,5,Mei,87.84
KMI_6447,2021,6,Juni,574.56
KMI_6447,2021,7,Juli,1044.92
KMI_6447,2021,8,Augustus,517.66
KMI_6447,2021,9,September,46.57
KMI_6447,2021,10,Oktober,239.66
KMI_6447,2021,11,November,35.91
KMI_6447,2021,12,December,24.2
KMI_6447,2022,1,Januari,79.35
KMI_6447,2022,2,Februari,121.22
KMI_6447,2022,3,Maart,0.18
KMI_6447,2022,4,April,23.73
KMI_6447,2022,5,Mei,588.81
KMI_6447,2022,6,Juni,131.2
KMI_6447,2022,7,Juli,0.45
KMI_6447,2022,8,Augustus,49.13
KMI_6447,2022,9,September,186.0
KMI_6447,2022,10,Oktober,16.49
KMI_6447,2022,11,November,27.3
KMI_6447,2022,12,December,97.36
KMI_6447,2023,1,Januari,33.61
KMI_6447,2023,2,Februari,1.2
KMI_6447,2023,3,Maart,131.5
KMI_6447,2023,4,April,29.64
KMI_6447,2023,5,Mei,32.9
KMI_6447,2023,6,Juni,81.56
KMI_6447,2023,7,Juli,229.15
KMI_6447,2023,8,Augustus,383.68
KMI_6447,2023,9,September,140.85
KMI_6447,2023,10,Oktober,66.06
KMI_6447,2023,11,November,73.85
KMI_6447,2023,12,December,49.79
KMI_6447,2024,1,Januari,37.08
KMI_6447,2024,2,Februari,91.07
KMI_6447,2024,3,Maart,24.56
KMI_6447,2024,4,April,67.47
KMI_6447,2024,5,Mei,130.98
KMI_6447,2024,6,Juni,124.44
KMI_6447,2024,7,Juli,698.69
KMI_6447,2024,8,Augustus,1679.93
KMI_6447,2024,9,September,251.51
KMI_6447,2024,10,Oktober,42.77
KMI_6447,2024,11,November,83.4
KMI_6447,2024,12,December,61.93
KMI_6464,2003,1,Januari,70.61
KMI_6464,2003,2,Februari,7.63
KMI_6464,2003,3,Maart,12.86
KMI_6464,2003,4,April,82.14
KMI_6464,2003,5,Mei,140.77
KMI_6464,2003,6,Juni,183.57
KMI_6464,2003,7,Juli,252.11
KMI_6464,2003,8,Augustus,107.77
KMI_6464,2003,9,September,99.11
KMI_6464,2003,10,Oktober,80.83
KMI_6464,2003,11,November,8.12
KMI_6464,2003,12,December,39.6
KMI_6464,2004,1,Januari,42.81
KMI_6464,2004,2,Februari,26.29
KMI_6464,2004,3,Maart,9.57
KMI_6464,2004,4,April,25.46
KMI_6464,2004,5,Mei,548.4
KMI_6464,2004,6,Juni,14.69
KMI_6464,2004,7,Juli,335.8
KMI_6464,2004,8,Augustus,473.26
KMI_6464,2004,9,September,63.79
KMI_6464,2004,10,Oktober,82.55
KMI_6464,2004,11,November,126.41
KMI_6464,2004,12,December,25.97
KMI_6464,2005,1,Januari,46.12
KMI_6464,2005,2,Februari,16.82
KMI_6464,2005,3,Maart,32.97
KMI_6464,2005,4,April,24.4
KMI_6464,2005,5,Mei,27.58
KMI_6464,2005,6,Juni,164.3
KMI_6464,2005,7,Juli,268.62
KMI_6464,2005,8,Augustus,31.32
KMI_6464,2005,9,September,143.3
KMI_6464,2005,10,Oktober,23.12
KMI_6464,2005,11,November,20.27
KMI_6464,2005,12,December,5.38
KMI_6464,2006,1,Januari,2.26
KMI_6464,2006,2,Februari,28.31
KMI_6464,2006,3,Maart,20.19
KMI_6464,2006,4,April,5.34
KMI_6464,2006,5,Mei,50.83
KMI_6464,2006,6,Juni,116.51
KMI_6464,2006,7,Juli,292.92
KMI_6464,2006,8,Augustus,610.23
KMI_6464,2006,9,September,3.33
KMI_6464,2006,10,Oktober,137.41
KMI_6464,2006,11,November,18.53
KMI_6464,2006,12,December,35.94
KMI_6464,2007,1,Januari,76.25
KMI_6464,2007,2,Februari,27.55
KMI_6464,2007,3,Maart,16.22
KMI_6464,2007,4,April,0.0
KMI_6464,2007,5,Mei,208.72
KMI_6464,2007,6,Juni,309.36
KMI_6464,2007,7,Juli,349.29
KMI_6464,2007,8,Augustus,40.15
KMI_6464,2007,9,September,103.4
KMI_6464,2007,10,Oktober,35.76
KMI_6464,2007,11,November,29.27
KMI_6464,2007,12,December,25.25
KMI_6464,2008,1,Januari,10.58
KMI_6464,2008,2,Februari,13.92
KMI_6464,2008,3,Maart,26.64
KMI_6464,2008,4,April,27.0
KMI_6464,2008,5,Mei,88.94
KMI_6464,2008,6,Juni,193.48
KMI_6464,2008,7,Juli,456.03
KMI_6464,2008,8,Augustus,162.52
KMI_6464,2008,9,September,90.16
KMI_6464,2008,10,Oktober,234.28
KMI_6464,2008,11,November,27.01
KMI_6464,2008,12,December,1.86
KMI_6464,2009,1,Januari,12.67
KMI_6464,2009,2,Februari,8.54
KMI_6464,2009,3,Maart,15.88
KMI_6464,2009,4,April,23.15
KMI_6464,2009,5,Mei,86.66
KMI_6464,2009,6,Juni,98.3
KMI_6464,2009,7,Juli,230.42
KMI_6464,2009,8,Augustus,29.11
KMI_6464,2009,9,September,14.79
KMI_6464,2009,10,Oktober,109.47
KMI_6464,2009,11,November,72.7
KMI_6464,2009,12,December,26.3
KMI_6464,2010,1,Januari,2.31
KMI_6464,2010,2,Februari,11.94
KMI_6464,2010,3,Maart,73.66
KMI_6464,2010,4,April,37.31
KMI_6464,2010,5,Mei,36.07
KMI_6464,2010,6,Juni,2.76
KMI_6464,2010,7,Juli,204.84
KMI_6464,2010,8,Augustus,270.0
KMI_6464,2010,9,September,89.79
KMI_6464,2010,10,Oktober,21.17
KMI_6464,2010,11,November,203.94
KMI_6464,2010,12,December,5.43
KMI_6464,2011,1,Januari,23.66
KMI_6464,2011,2,Februari,11.4
KMI_6464,2011,3,Maart,3.87
KMI_6464,2011,4,April,2.28
KMI_6464,2011,5,Mei,4.57
KMI_6464,2011,6,Juni,980.88
KMI_6464,2011,7,Juli,29.72
KMI_6464,2011,8,Augustus,1661.06
KMI_6464,2011,9,September,74.62
KMI_6464,2011,10,Oktober,83.98
KMI_6464,2011,11,November,3.34
KMI_6464,2011,12,December,44.87
KMI_6464,2012,1,Januari,15.06
KMI_6464,2012,2,Februari,1.61
KMI_6464,2012,3,Maart,1.42
KMI_6464,2012,4,April,11.68
KMI_6464,2012,5,Mei,213.22
KMI_6464,2012,6,Juni,203.41
KMI_6464,2012,7,Juli,228.76
KMI_6464,2012,8,Augustus,49.91
KMI_6464,2012,9,September,94.84
KMI_6464,2012,10,Oktober,130.81
KMI_6464,2012,11,November,9.1
KMI_6464,2012,12,December,90.32
KMI_6464,2013,1,Januari,17.98
KMI_6464,2013,2,Februari,26.92
KMI_6464,2013,3,Maart,8.17
KMI_6464,2013,4,April,16.48
KMI_6464,2013,5,Mei,55.0
KMI_6464,2013,6,Juni,21.06
KMI_6464,2013,7,Juli,752.78
KMI_6464,2013,8,Augustus,12.96
KMI_6464,2013,9,September,42.58
KMI_6464,2013,10,Oktober,121.67
KMI_6464,2013,11,November,130.68
KMI_6464,2013,12,December,47.42
KMI_6464,2014,1,Januari,22.09
KMI_6464,2014,2,Februari,19.71
KMI_6464,2014,3,Maart,5.18
KMI_6464,2014,4,April,20.32
KMI_6464,2014,5,Mei,79.07
KMI_6464,2014,6,Juni,36.36
