station,jaar,periode,erosiviteit
KMI_6447,1922,17,31.83
KMI_6447,1922,18,38.62
KMI_6447,1922,19,46.84
KMI_6447,1922,20,3.83
KMI_6447,1922,21,20.59
KMI_6447,1922,22,14.24
KMI_6447,1922,23,4.55
KMI_6447,1922,24,14.69
KMI_6447,1923,1,2.84
KMI_6447,1923,2,14.13
KMI_6447,1923,3,16.79
KMI_6447,1923,4,34.22
KMI_6447,1923,5,7.74
KMI_6447,1923,6,12.0
KMI_6447,1923,7,1.43
KMI_6447,1923,8,4.4
KMI_6447,1923,9,163.31
KMI_6447,1923,10,25.59
KMI_6447,1923,11,8.99
KMI_6447,1923,12,4.22
KMI_6447,1923,13,948.8
KMI_6447,1923,14,24.1
KMI_6447,1923,15,1.33
KMI_6447,1923,16,58.34
KMI_6447,1923,17,0.54
KMI_6447,1923,18,42.12
KMI_6447,1923,19,101.73
KMI_6447,1923,20,59.96
KMI_6447,1923,21,37.29
KMI_6447,1923,22,20.87
KMI_6447,1923,23,9.16
KMI_6447,1923,24,48.83
KMI_6447,1924,1,8.23
KMI_6447,1924,2,7.46
KMI_6447,1924,3,2.99
KMI_6447,1924,4,3.39
KMI_6447,1924,5,9.23
KMI_6447,1924,6,9.87
KMI_6447,1924,7,16.19
KMI_6447,1924,8,19.7
KMI_6447,1924,9,109.87
KMI_6447,1924,10,72.63
KMI_6447,1924,11,31.15
KMI_6447,1924,12,21.31
KMI_6447,1924,13,3.51
KMI_6447,1924,14,84.85
KMI_6447,1924,15,137.25
KMI_6447,1924,16,94.03
KMI_6447,1924,17,15.77
KMI_6447,1924,18,124.3
KMI_6447,1924,19,11.39
KMI_6447,1924,20,61.24
KMI_6447,1924,21,40.18
KMI_6447,1924,22,11.19
KMI_6447,1924,23,12.1
KMI_6447,1924,24,15.93
KMI_6447,1925,1,34.85
KMI_6447,1925,2,27.39
KMI_6447,1925,3,10.67
KMI_6447,1925,4,12.62
KMI_6447,1925,5,7.74
KMI_6447,1925,6,6.1
KMI_6447,1925,7,7.29
KMI_6447,1925,8,33.05
KMI_6447,1925,9,24.84
KMI_6447,1925,10,14.91
KMI_6447,1925,11,0.0
KMI_6447,1925,12,24.15
KMI_6447,1925,13,79.6
KMI_6447,1925,14,143.83
KMI_6447,1925,15,21.38
KMI_6447,1925,16,229.99
KMI_6447,1925,17,54.7
KMI_6447,1925,18,24.96
KMI_6447,1925,19,4.62
KMI_6447,1925,20,42.74
KMI_6447,1925,21,31.27
KMI_6447,1925,22,37.71
KMI_6447,1925,23,0.93
KMI_6447,1925,24,80.23
KMI_6447,1926,1,18.64
KMI_6447,1926,2,4.7
KMI_6447,1926,3,15.48
KMI_6447,1926,4,40.02
KMI_6447,1926,5,7.14
KMI_6447,1926,6,18.72
KMI_6447,1926,7,1.99
KMI_6447,1926,8,6.55
KMI_6447,1926,9,9.67
KMI_6447,1926,10,67.11
KMI_6447,1926,11,88.43
KMI_6447,1926,12,5.76
KMI_6447,1926,13,167.14
KMI_6447,1926,14,103.65
KMI_6447,1926,15,129.91
KMI_6447,1926,16,79.67
KMI_6447,1926,17,24.67
KMI_6447,1926,18,64.84
KMI_6447,1926,19,106.86
KMI_6447,1926,20,89.72
KMI_6447,1926,21,34.18
KMI_6447,1926,22,3.85
KMI_6447,1926,23,4.19
KMI_6447,1926,24,25.13
KMI_6447,1927,1,16.9
KMI_6447,1927,2,11.38
KMI_6447,1927,3,15.09
KMI_6447,1927,4,19.27
KMI_6447,1927,5,13.17
KMI_6447,1927,6,44.12
KMI_6447,1927,7,19.99
KMI_6447,1927,8,8.08
KMI_6447,1927,9,0.0
KMI_6447,1927,10,113.4
KMI_6447,1927,11,12.11
KMI_6447,1927,12,17.27
KMI_6447,1927,13,53.66
KMI_6447,1927,14,24.7
KMI_6447,1927,15,35.33
KMI_6447,1927,16,53.21
KMI_6447,1927,17,136.54
KMI_6447,1927,18,12.65
KMI_6447,1927,19,1.64
KMI_6447,1927,20,4.93
KMI_6447,1927,21,19.48
KMI_6447,1927,22,2.56
KMI_6447,1927,23,2.58
KMI_6447,1927,24,45.89
KMI_6447,1928,1,16.08
KMI_6447,1928,2,11.88
KMI_6447,1928,3,37.01
KMI_6447,1928,4,0.61
KMI_6447,1928,5,0.0
KMI_6447,1928,6,12.39
KMI_6447,1928,7,19.07
KMI_6447,1928,8,112.4
KMI_6447,1928,9,9.75
KMI_6447,1928,10,150.34
KMI_6447,1928,11,34.05
KMI_6447,1928,12,21.94
KMI_6447,1928,13,6.14
KMI_6447,1928,14,35.76
KMI_6447,1928,15,59.3
KMI_6447,1928,16,217.9
KMI_6447,1928,17,8.12
KMI_6447,1928,18,7.85
KMI_6447,1928,19,15.04
KMI_6447,1928,20,67.37
KMI_6447,1928,21,25.31
KMI_6447,1928,22,114.56
KMI_6447,1928,23,3.9
KMI_6447,1928,24,30.23
KMI_6447,1929,1,3.81
KMI_6447,1929,2,1.0
KMI_6447,1929,3,1.82
KMI_6447,1929,4,1.19
KMI_6447,1929,5,0.16
KMI_6447,1929,6,0.24
KMI_6447,1929,7,23.62
KMI_6447,1929,8,5.24
KMI_6447,1929,9,1.25
KMI_6447,1929,10,1.12
KMI_6447,1929,11,250.53
KMI_6447,1929,12,13.52
KMI_6447,1929,13,8.13
KMI_6447,1929,14,5.88
KMI_6447,1929,15,8.79
KMI_6447,1929,16,2.12
KMI_6447,1929,17,6.71
KMI_6447,1929,18,55.59
KMI_6447,1929,19,64.86
KMI_6447,1929,20,5.3
KMI_6447,1929,21,32.15
KMI_6447,1929,22,17.73
KMI_6447,1929,23,60.63
KMI_6447,1929,24,6.5
KMI_6447,1930,1,13.05
KMI_6447,1930,2,1.41
KMI_6447,1930,3,7.72
KMI_6447,1930,4,0.0
KMI_6447,1930,5,4.06
KMI_6447,1930,6,0.48
KMI_6447,1930,7,25.7
KMI_6447,1930,8,11.93
KMI_6447,1930,9,72.69
KMI_6447,1930,10,35.33
KMI_6447,1930,11,2.3
KMI_6447,1930,12,241.95
KMI_6447,1930,13,574.78
KMI_6447,1930,14,158.58
KMI_6447,1930,15,68.17
KMI_6447,1930,16,10.53
KMI_6447,1930,17,51.6
KMI_6447,1930,18,9.19
KMI_6447,1930,19,24.62
KMI_6447,1930,20,17.45
KMI_6447,1930,21,79.29
KMI_6447,1930,22,53.58
KMI_6447,1930,23,5.39
KMI_6447,1930,24,14.3
KMI_6447,1931,1,9.91
KMI_6447,1931,2,20.03
KMI_6447,1931,3,13.84
KMI_6447,1931,4,33.62
KMI_6447,1931,5,0.85
KMI_6447,1931,6,13.44
KMI_6447,1931,7,9.26
KMI_6447,1931,8,25.63
KMI_6447,1931,9,2.11
KMI_6447,1931,10,300.06
KMI_6447,1931,11,43.49
KMI_6447,1931,12,0.37
KMI_6447,1931,13,170.14
KMI_6447,1931,14,76.5
KMI_6447,1931,15,97.1
KMI_6447,1931,16,147.88
KMI_6447,1931,17,94.26
KMI_6447,1931,18,1.52
KMI_6447,1931,19,13.28
KMI_6447,1931,20,19.59
KMI_6447,1931,21,14.55
KMI_6447,1931,22,1.83
KMI_6447,1931,23,8.84
KMI_6447,1931,24,4.21
KMI_6447,1932,1,33.03
KMI_6447,1932,2,0.18
KMI_6447,1932,3,2.01
KMI_6447,1932,4,1.57
KMI_6447,1932,5,3.08
KMI_6447,1932,6,20.82
KMI_6447,1932,7,30.31
KMI_6447,1932,8,50.32
KMI_6447,1932,9,17.95
KMI_6447,1932,10,42.91
KMI_6447,1932,11,11.73
KMI_6447,1932,12,0.58
KMI_6447,1932,13,44.44
KMI_6447,1932,14,57.63
KMI_6447,1932,15,5.25
KMI_6447,1932,16,179.61
KMI_6447,1932,17,73.8
KMI_6447,1932,18,483.68
KMI_6447,1932,19,136.34
KMI_6447,1932,20,102.57
KMI_6447,1932,21,0.15
KMI_6447,1932,22,11.48
KMI_6447,1932,23,7.02
KMI_6447,1932,24,2.96
KMI_6447,1933,1,5.85
KMI_6447,1933,2,0.88
KMI_6447,1933,3,8.13
KMI_6447,1933,4,2.47
KMI_6447,1933,5,10.9
KMI_6447,1933,6,23.24
KMI_6447,1933,7,0.48
KMI_6447,1933,8,3.36
KMI_6447,1933,9,24.71
KMI_6447,1933,10,75.72
KMI_6447,1933,11,36.82
KMI_6447,1933,12,59.76
KMI_6447,1933,13,123.96
KMI_6447,1933,14,21.12
KMI_6447,1933,15,18.95
KMI_6447,1933,16,40.7
KMI_6447,1933,17,89.3
KMI_6447,1933,18,32.76
KMI_6447,1933,19,12.7
KMI_6447,1933,20,72.93
KMI_6447,1933,21,12.68
KMI_6447,1933,22,1.72
KMI_6447,1933,23,0.98
KMI_6447,1933,24,0.66
KMI_6447,1934,1,9.35
KMI_6447,1934,2,15.39
KMI_6447,1934,3,0.0
KMI_6447,1934,4,1.19
KMI_6447,1934,5,22.06
KMI_6447,1934,6,4.19
KMI_6447,1934,7,6.74
KMI_6447,1934,8,82.98
KMI_6447,1934,9,22.96
KMI_6447,1934,10,0.48
KMI_6447,1934,11,41.69
KMI_6447,1934,12,77.18
KMI_6447,1934,13,3.96
KMI_6447,1934,14,18.29
KMI_6447,1934,15,34.57
KMI_6447,1934,16,22.06
KMI_6447,1934,17,0.0
KMI_6447,1934,18,18.9
KMI_6447,1934,19,36.37
KMI_6447,1934,20,54.2
KMI_6447,1934,21,23.88
KMI_6447,1934,22,0.47
KMI_6447,1934,23,18.98
KMI_6447,1934,24,34.06
KMI_6447,1935,1,25.04
KMI_6447,1935,2,10.06
KMI_6447,1935,3,18.48
KMI_6447,1935,4,12.95
KMI_6447,1935,5,0.0
KMI_6447,1935,6,4.95
KMI_6447,1935,7,85.16
KMI_6447,1935,8,17.1
KMI_6447,1935,9,4.9
KMI_6447,1935,10,11.53
KMI_6447,1935,11,200.14
KMI_6447,1935,12,26.38
KMI_6447,1935,13,0.0
KMI_6447,1935,14,3.35
KMI_6447,1935,15,39.85
KMI_6447,1935,16,146.74
KMI_6447,1935,17,137.95
KMI_6447,1935,18,76.23
KMI_6447,1935,19,72.91
KMI_6447,1935,20,33.93
KMI_6447,1935,21,1.3
KMI_6447,1935,22,66.52
KMI_6447,1935,23,21.54
KMI_6447,1935,24,8.93
KMI_6447,1936,1,8.6
KMI_6447,1936,2,56.16
KMI_6447,1936,3,6.49
KMI_6447,1936,4,6.55
KMI_6447,1936,5,1.68
KMI_6447,1936,6,1.53
KMI_6447,1936,7,4.98
KMI_6447,1936,8,19.27
KMI_6447,1936,9,1.98
KMI_6447,1936,10,8.91
KMI_6447,1936,11,34.03
KMI_6447,1936,12,38.84
KMI_6447,1936,13,101.56
KMI_6447,1936,14,97.45
KMI_6447,1936,15,0.3
KMI_6447,1936,16,2.06
KMI_6447,1936,17,18.0
KMI_6447,1936,18,34.88
KMI_6447,1936,19,2.01
KMI_6447,1936,20,62.11
KMI_6447,1936,21,31.12
KMI_6447,1936,22,13.41
KMI_6447,1936,23,12.0
KMI_6447,1936,24,3.78
KMI_6447,1937,1,25.54
KMI_6447,1937,2,11.45
KMI_6447,1937,3,56.04
KMI_6447,1937,4,49.07
KMI_6447,1937,5,20.37
KMI_6447,1937,6,16.12
KMI_6447,1937,7,17.71
KMI_6447,1937,8,65.0
KMI_6447,1937,9,12.83
KMI_6447,1937,10,41.77
KMI_6447,1937,11,44.98
KMI_6447,1937,12,7.36
KMI_6447,1937,13,27.16
KMI_6447,1937,14,24.61
KMI_6447,1937,15,5.01
KMI_6447,1937,16,30.92
KMI_6447,1937,17,9.38
KMI_6447,1937,18,14.69
KMI_6447,1937,19,2.94
KMI_6447,1937,20,1.75
KMI_6447,1937,21,4.71
KMI_6447,1937,22,9.02
KMI_6447,1937,23,17.55
KMI_6447,1937,24,3.83
KMI_6447,1938,1,92.57
KMI_6447,1938,2,35.01
KMI_6447,1938,3,13.69
KMI_6447,1938,4,0.88
KMI_6447,1938,5,1.58
KMI_6447,1938,6,19.3
KMI_6447,1938,7,3.87
KMI_6447,1938,8,5.27
KMI_6447,1938,9,3.67
KMI_6447,1938,10,37.81
KMI_6447,1938,11,47.97
KMI_6447,1938,12,0.0
KMI_6447,1938,13,29.05
KMI_6447,1938,14,4.64
KMI_6447,1938,15,63.41
KMI_6447,1938,16,106.28
KMI_6447,1938,17,22.97
KMI_6447,1938,18,8.31
KMI_6447,1938,19,88.14
KMI_6447,1938,20,20.45
KMI_6447,1938,21,1.11
KMI_6447,1938,22,46.71
KMI_6447,1938,23,4.9
KMI_6447,1938,24,10.56
KMI_6447,1939,1,15.4
KMI_6447,1939,2,19.04
KMI_6447,1939,3,0.97
KMI_6447,1939,4,11.69
KMI_6447,1939,5,22.97
KMI_6447,1939,6,19.04
KMI_6447,1939,7,19.38
KMI_6447,1939,8,21.35
KMI_6447,1939,9,5.9
KMI_6447,1939,10,28.88
KMI_6447,1939,11,8.28
KMI_6447,1939,12,53.31
KMI_6447,1939,13,3.57
KMI_6447,1939,14,125.56
KMI_6447,1939,15,28.75
KMI_6447,1939,16,91.58
KMI_6447,1939,17,184.34
KMI_6447,1939,18,0.13
KMI_6447,1939,19,15.82
KMI_6447,1939,20,49.05
KMI_6447,1939,21,8.71
KMI_6447,1939,22,196.2
KMI_6447,1939,23,14.73
KMI_6447,1939,24,0.44
KMI_6447,1940,1,3.15
KMI_6447,1940,2,5.66
KMI_6447,1940,3,5.14
KMI_6447,1940,4,10.66
KMI_6447,1940,5,49.03
KMI_6447,1940,6,34.21
KMI_6447,1940,7,27.92
KMI_6447,1940,8,30.45
KMI_6447,1940,9,104.42
KMI_6447,1940,10,8.3
KMI_6447,1940,11,14.75
KMI_6447,1940,12,0.47
KMI_6447,1940,13,74.71
KMI_6447,1940,14,18.19
KMI_6447,1940,15,4.12
KMI_6447,1940,16,18.32
KMI_6447,1940,17,19.02
KMI_6447,1940,18,8.96
KMI_6447,1940,19,8.26
KMI_6447,1940,20,0.59
KMI_6447,1940,21,145.27
KMI_6447,1940,22,4.7
KMI_6447,1940,23,69.04
KMI_6447,1940,24,15.61
KMI_6447,1941,1,0.66
KMI_6447,1941,2,14.18
KMI_6447,1941,3,1.94
KMI_6447,1941,4,7.05
KMI_6447,1941,5,17.66
KMI_6447,1941,6,28.67
KMI_6447,1941,7,1.54
KMI_6447,1941,8,4.84
KMI_6447,1941,9,21.93
KMI_6447,1941,10,7.55
KMI_6447,1941,11,22.85
KMI_6447,1941,12,10.25
KMI_6447,1941,13,159.27
KMI_6447,1941,14,25.61
KMI_6447,1941,15,57.59
KMI_6447,1941,16,15.23
KMI_6447,1941,17,10.89
KMI_6447,1941,18,2.03
KMI_6447,1941,19,39.16
KMI_6447,1941,20,81.33
KMI_6447,1941,21,4.91
KMI_6447,1941,22,1.68
KMI_6447,1941,23,17.73
KMI_6447,1941,24,6.62
KMI_6447,1942,1,5.84
KMI_6447,1942,2,15.08
KMI_6447,1942,3,8.0
KMI_6447,1942,4,1.37
KMI_6447,1942,5,6.07
KMI_6447,1942,6,16.28
KMI_6447,1942,7,9.14
KMI_6447,1942,8,0.0
KMI_6447,1942,9,4.53
KMI_6447,1942,10,92.79
KMI_6447,1942,11,47.03
KMI_6447,1942,12,2.52
KMI_6447,1942,13,1274.93
KMI_6447,1942,14,66.2
KMI_6447,1942,15,14.85
KMI_6447,1942,16,41.03
KMI_6447,1942,17,10.3
KMI_6447,1942,18,44.25
KMI_6447,1942,19,4.41
KMI_6447,1942,20,34.19
KMI_6447,1942,21,10.71
KMI_6447,1942,22,5.03
KMI_6447,1942,23,17.82
KMI_6447,1942,24,29.06
KMI_6447,1943,1,47.99
KMI_6447,1943,2,6.02
KMI_6447,1943,3,10.96
KMI_6447,1943,4,3.08
KMI_6447,1943,5,0.0
KMI_6447,1943,6,9.6
KMI_6447,1943,7,7.38
KMI_6447,1943,8,16.88
KMI_6447,1943,9,22.68
KMI_6447,1943,10,37.07
KMI_6447,1943,11,22.02
KMI_6447,1943,12,21.15
KMI_6447,1943,13,17.14
KMI_6447,1943,14,877.43
KMI_6447,1943,15,78.42
KMI_6447,1943,16,7.68
KMI_6447,1943,17,51.45
KMI_6447,1943,18,51.38
KMI_6447,1943,19,0.0
KMI_6447,1943,20,7.0
KMI_6447,1943,21,43.24
KMI_6447,1943,22,23.75
KMI_6447,1943,23,0.96
KMI_6447,1943,24,65.35
KMI_6447,1944,1,11.99
KMI_6447,1944,2,5.81
KMI_6447,1944,3,12.12
KMI_6447,1944,4,0.14
KMI_6447,1944,5,2.58
KMI_6447,1944,6,1.43
KMI_6447,1944,7,8.4
KMI_6447,1944,8,2.06
KMI_6447,1944,9,10.8
KMI_6447,1944,10,3.59
KMI_6447,1944,11,12.31
KMI_6447,1944,12,10.32
KMI_6447,1944,13,8.06
KMI_6447,1944,14,28.88
KMI_6447,1944,15,0.55
KMI_6447,1944,16,5.81
KMI_6447,1944,17,9.0
KMI_6447,1944,18,62.41
KMI_6447,1944,19,28.69
KMI_6447,1944,20,60.29
KMI_6447,1944,21,66.49
KMI_6447,1944,22,39.09
KMI_6447,1944,23,42.52
KMI_6447,1944,24,1.81
KMI_6447,1945,1,6.01
KMI_6447,1945,2,25.79
KMI_6447,1945,3,25.88
KMI_6447,1945,4,0.0
KMI_6447,1945,5,5.69
KMI_6447,1945,6,0.52
KMI_6447,1945,7,3.11
KMI_6447,1945,8,16.6
KMI_6447,1945,9,9.25
KMI_6447,1945,10,130.99
KMI_6447,1945,11,43.34
KMI_6447,1945,12,26.8
KMI_6447,1945,13,5.28
KMI_6447,1945,14,302.9
KMI_6447,1945,15,104.77
KMI_6447,1945,16,333.26
KMI_6447,1945,17,10.38
KMI_6447,1945,18,35.89
KMI_6447,1945,19,0.44
KMI_6447,1945,20,32.43
KMI_6447,1945,21,9.21
KMI_6447,1945,22,0.87
KMI_6447,1945,23,18.31
KMI_6447,1945,24,11.78
KMI_6447,1946,1,15.1
KMI_6447,1946,2,50.89
KMI_6447,1946,3,63.01
KMI_6447,1946,4,22.3
KMI_6447,1946,5,20.97
KMI_6447,1946,6,17.07
KMI_6447,1946,7,5.27
KMI_6447,1946,8,16.66
KMI_6447,1946,9,21.72
KMI_6447,1946,10,18.83
KMI_6447,1946,11,175.52
KMI_6447,1946,12,11.59
KMI_6447,1946,13,2.83
KMI_6447,1946,14,97.44
KMI_6447,1946,15,51.29
KMI_6447,1946,16,53.41
KMI_6447,1946,17,16.08
KMI_6447,1946,18,33.84
KMI_6447,1946,19,108.32
KMI_6447,1946,20,21.0
KMI_6447,1946,21,3.91
KMI_6447,1946,22,9.27
KMI_6447,1946,23,22.13
KMI_6447,1946,24,1.77
KMI_6447,1947,1,3.86
KMI_6447,1947,2,0.16
KMI_6447,1947,3,1.34
KMI_6447,1947,4,1.39
KMI_6447,1947,5,38.8
KMI_6447,1947,6,24.21
KMI_6447,1947,7,23.97
KMI_6447,1947,8,5.83
KMI_6447,1947,9,78.28
KMI_6447,1947,10,4.38
KMI_6447,1947,11,22.12
KMI_6447,1947,12,5.34
KMI_6447,1947,13,43.2
KMI_6447,1947,14,309.99
KMI_6447,1947,15,19.42
KMI_6447,1947,16,0.0
KMI_6447,1947,17,16.41
KMI_6447,1947,18,14.45
KMI_6447,1947,19,18.92
KMI_6447,1947,20,5.9
KMI_6447,1947,21,22.9
KMI_6447,1947,22,17.91
KMI_6447,1947,23,2.69
KMI_6447,1947,24,47.66
KMI_6447,1948,1,61.66
KMI_6447,1948,2,13.32
KMI_6447,1948,3,12.34
KMI_6447,1948,4,0.0
KMI_6447,1948,5,2.48
KMI_6447,1948,6,14.9
KMI_6447,1948,7,20.06
KMI_6447,1948,8,12.88
KMI_6447,1948,9,50.55
KMI_6447,1948,10,46.46
KMI_6447,1948,11,49.54
KMI_6447,1948,12,75.93
KMI_6447,1948,13,221.15
KMI_6447,1948,14,6.43
KMI_6447,1948,15,158.99
KMI_6447,1948,16,25.8
KMI_6447,1948,17,30.59
KMI_6447,1948,18,6.02
KMI_6447,1948,19,22.38
KMI_6447,1948,20,17.95
KMI_6447,1948,21,30.81
KMI_6447,1948,22,1.4
KMI_6447,1948,23,21.05
KMI_6447,1948,24,8.52
KMI_6447,1949,1,5.09
KMI_6447,1949,2,0.19
KMI_6447,1949,3,5.25
KMI_6447,1949,4,1.19
KMI_6447,1949,5,15.98
KMI_6447,1949,6,2.64
KMI_6447,1949,7,6.28
KMI_6447,1949,8,14.2
KMI_6447,1949,9,2.29
KMI_6447,1949,10,22.19
KMI_6447,1949,11,12.32
KMI_6447,1949,12,0.0
KMI_6447,1949,13,2.55
KMI_6447,1949,14,11.06
KMI_6447,1949,15,61.94
KMI_6447,1949,16,63.0
KMI_6447,1949,17,43.0
KMI_6447,1949,18,3.22
KMI_6447,1949,19,6.66
KMI_6447,1949,20,70.09
KMI_6447,1949,21,15.83
KMI_6447,1949,22,5.04
KMI_6447,1949,23,33.63
KMI_6447,1949,24,15.83
KMI_6447,1950,1,12.73
KMI_6447,1950,2,9.85
KMI_6447,1950,3,26.9
KMI_6447,1950,4,16.27
KMI_6447,1950,5,0.95
KMI_6447,1950,6,5.3
KMI_6447,1950,7,27.82
KMI_6447,1950,8,11.12
KMI_6447,1950,9,13.99
KMI_6447,1950,10,288.35
KMI_6447,1950,11,197.3
KMI_6447,1950,12,93.01
KMI_6447,1950,13,293.36
KMI_6447,1950,14,69.55
KMI_6447,1950,15,51.06
KMI_6447,1950,16,49.01
KMI_6447,1950,17,45.09
KMI_6447,1950,18,23.81
KMI_6447,1950,19,18.19
KMI_6447,1950,20,1.74
KMI_6447,1950,21,40.46
KMI_6447,1950,22,27.02
KMI_6447,1950,23,28.27
KMI_6447,1950,24,15.72
KMI_6447,1951,1,22.9
KMI_6447,1951,2,18.11
KMI_6447,1951,3,0.6
KMI_6447,1951,4,13.61
KMI_6447,1951,5,7.41
KMI_6447,1951,6,117.01
KMI_6447,1951,7,33.33
KMI_6447,1951,8,12.9
KMI_6447,1951,9,13.39
KMI_6447,1951,10,18.14
KMI_6447,1951,11,11.29
KMI_6447,1951,12,15.91
KMI_6447,1951,13,93.48
KMI_6447,1951,14,148.93
KMI_6447,1951,15,166.9
KMI_6447,1951,16,53.42
KMI_6447,1951,17,92.44
KMI_6447,1951,18,60.02
KMI_6447,1951,19,0.0
KMI_6447,1951,20,2.54
KMI_6447,1951,21,25.94
KMI_6447,1951,22,24.72
KMI_6447,1951,23,6.3
KMI_6447,1951,24,22.22
KMI_6447,1952,1,29.04
KMI_6447,1952,2,24.18
KMI_6447,1952,3,37.67
KMI_6447,1952,4,0.56
KMI_6447,1952,5,5.51
KMI_6447,1952,6,23.61
KMI_6447,1952,7,1.44
KMI_6447,1952,8,12.05
KMI_6447,1952,9,48.81
KMI_6447,1952,10,2.99
KMI_6447,1952,11,7.22
KMI_6447,1952,12,0.65
KMI_6447,1952,13,612.47
KMI_6447,1952,14,17.46
KMI_6447,1952,15,29.22
KMI_6447,1952,16,94.42
KMI_6447,1952,17,45.84
KMI_6447,1952,18,18.41
KMI_6447,1952,19,18.35
KMI_6447,1952,20,26.17
KMI_6447,1952,21,79.61
KMI_6447,1952,22,13.26
KMI_6447,1952,23,24.49
KMI_6447,1952,24,64.77
KMI_6447,1953,1,0.0
KMI_6447,1953,2,4.64
KMI_6447,1953,3,23.06
KMI_6447,1953,4,0.61
KMI_6447,1953,5,0.87
KMI_6447,1953,6,1.29
KMI_6447,1953,7,87.98
KMI_6447,1953,8,14.57
KMI_6447,1953,9,1.01
KMI_6447,1953,10,17.31
KMI_6447,1953,11,75.51
KMI_6447,1953,12,28.95
KMI_6447,1953,13,27.8
KMI_6447,1953,14,32.48
KMI_6447,1953,15,48.09
KMI_6447,1953,16,132.57
KMI_6447,1953,17,1.69
KMI_6447,1953,18,47.29
KMI_6447,1953,19,0.0
KMI_6447,1953,20,0.15
KMI_6447,1953,21,7.3
KMI_6447,1953,22,0.13
KMI_6447,1953,23,0.5
KMI_6447,1953,24,12.13
KMI_6447,1954,1,9.88
KMI_6447,1954,2,9.63
KMI_6447,1954,3,4.07
KMI_6447,1954,4,8.69
KMI_6447,1954,5,9.77
KMI_6447,1954,6,3.62
KMI_6447,1954,7,14.4
KMI_6447,1954,8,4.16
KMI_6447,1954,9,9.49
KMI_6447,1954,10,19.93
KMI_6447,1954,11,34.21
KMI_6447,1954,12,3.68
KMI_6447,1954,13,28.72
KMI_6447,1954,14,117.21
KMI_6447,1954,15,41.95
KMI_6447,1954,16,169.98
KMI_6447,1954,17,182.84
KMI_6447,1954,18,86.17
KMI_6447,1954,19,6.22
KMI_6447,1954,20,59.95
KMI_6447,1954,21,19.9
KMI_6447,1954,22,5.58
KMI_6447,1954,23,6.92
KMI_6447,1954,24,12.02
KMI_6447,1955,1,39.94
KMI_6447,1955,2,0.56
KMI_6447,1955,3,17.33
KMI_6447,1955,4,19.02
KMI_6447,1955,5,3.52
KMI_6447,1955,6,3.61
KMI_6447,1955,7,1.98
KMI_6447,1955,8,1.54
KMI_6447,1955,9,39.11
KMI_6447,1955,10,50.25
KMI_6447,1955,11,22.42
KMI_6447,1955,12,2.61
KMI_6447,1955,13,1.06
KMI_6447,1955,14,8.5
KMI_6447,1955,15,63.29
KMI_6447,1955,16,0.0
KMI_6447,1955,17,51.11
KMI_6447,1955,18,12.06
KMI_6447,1955,19,10.03
KMI_6447,1955,20,16.3
KMI_6447,1955,21,20.0
KMI_6447,1955,22,3.65
KMI_6447,1955,23,12.96
KMI_6447,1955,24,14.01
KMI_6447,1956,1,13.42
KMI_6447,1956,2,36.63
KMI_6447,1956,3,3.26
KMI_6447,1956,4,0.92
KMI_6447,1956,5,12.46
KMI_6447,1956,6,0.2
KMI_6447,1956,7,9.57
KMI_6447,1956,8,1.99
KMI_6447,1956,9,7.78
KMI_6447,1956,10,6.55
KMI_6447,1956,11,65.43
KMI_6447,1956,12,11.6
KMI_6447,1956,13,72.46
KMI_6447,1956,14,372.37
KMI_6447,1956,15,126.01
KMI_6447,1956,16,39.06
KMI_6447,1956,17,17.45
KMI_6447,1956,18,107.91
KMI_6447,1956,19,198.2
KMI_6447,1956,20,37.32
KMI_6447,1956,21,24.05
KMI_6447,1956,22,12.79
KMI_6447,1956,23,15.69
KMI_6447,1956,24,4.31
KMI_6447,1957,1,17.17
KMI_6447,1957,2,1.44
KMI_6447,1957,3,14.62
KMI_6447,1957,4,80.71
KMI_6447,1957,5,6.24
KMI_6447,1957,6,12.44
KMI_6447,1957,7,0.29
KMI_6447,1957,8,25.82
KMI_6447,1957,9,10.93
KMI_6447,1957,10,8.37
KMI_6447,1957,11,5.89
KMI_6447,1957,12,11.98
KMI_6447,1957,13,43.24
KMI_6447,1957,14,23.92
KMI_6447,1957,15,269.99
KMI_6447,1957,16,69.69
KMI_6447,1957,17,58.62
KMI_6447,1957,18,88.26
KMI_6447,1957,19,0.8
KMI_6447,1957,20,21.11
KMI_6447,1957,21,3.57
KMI_6447,1957,22,3.88
KMI_6447,1957,23,12.49
KMI_6447,1957,24,0.78
KMI_6447,1958,1,23.15
KMI_6447,1958,2,3.49
KMI_6447,1958,3,24.2
KMI_6447,1958,4,50.49
KMI_6447,1958,5,3.1
KMI_6447,1958,6,8.76
KMI_6447,1958,7,6.68
KMI_6447,1958,8,18.14
KMI_6447,1958,9,8.22
KMI_6447,1958,10,19.13
KMI_6447,1958,11,3.5
KMI_6447,1958,12,60.62
KMI_6447,1958,13,70.88
KMI_6447,1958,14,176.8
KMI_6447,1958,15,38.64
KMI_6447,1958,16,109.72
KMI_6447,1958,17,1.06
KMI_6447,1958,18,112.2
KMI_6447,1958,19,26.2
KMI_6447,1958,20,44.14
KMI_6447,1958,21,22.45
KMI_6447,1958,22,0.0
KMI_6447,1958,23,17.59
KMI_6447,1958,24,6.09
KMI_6447,1959,1,30.69
