observatie,datum,property,waarde,eenheid,locatie,procedure
http://example.org/peilmeting_2016-09-29zoet,2016-09-29,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2016-09-29diepte_tov_referentiepunt,2016-09-29,http://example.org/diepte_tov_referentiepunt,2.6,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2016-09-29filtertoestand,2016-09-29,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2016-09-29filterstatus,2016-09-29,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2006-12-18filtertoestand,2006-12-18,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2006-12-18zoet,2006-12-18,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2006-12-18filterstatus,2006-12-18,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2006-12-18diepte_tov_referentiepunt,2006-12-18,http://example.org/diepte_tov_referentiepunt,0.86,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2006-12-18peil_mtaw,2006-12-18,http://example.org/peil_mtaw,8.92,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2010-09-17peil_mtaw,2010-09-17,http://example.org/peil_mtaw,8.04,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2010-09-17diepte_tov_referentiepunt,2010-09-17,http://example.org/diepte_tov_referentiepunt,1.74,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2010-09-17zoet,2010-09-17,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2010-09-17filterstatus,2010-09-17,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2010-09-17filtertoestand,2010-09-17,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2007-12-18zoet,2007-12-18,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2007-12-18peil_mtaw,2007-12-18,http://example.org/peil_mtaw,8.92,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2007-12-18diepte_tov_referentiepunt,2007-12-18,http://example.org/diepte_tov_referentiepunt,0.86,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2007-12-18filterstatus,2007-12-18,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2007-12-18filtertoestand,2007-12-18,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2022-09-30peil_mtaw,2022-09-30,http://example.org/peil_mtaw,6.99,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2022-09-30diepte_tov_referentiepunt,2022-09-30,http://example.org/diepte_tov_referentiepunt,2.79,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2022-09-30zoet,2022-09-30,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2022-09-30filterstatus,2022-09-30,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2022-09-30filtertoestand,2022-09-30,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2012-07-18diepte_tov_referentiepunt,2012-07-18,http://example.org/diepte_tov_referentiepunt,1.41,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2012-07-18filtertoestand,2012-07-18,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2012-07-18zoet,2012-07-18,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2012-07-18filterstatus,2012-07-18,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2012-07-18peil_mtaw,2012-07-18,http://example.org/peil_mtaw,8.37,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2015-08-27diepte_tov_referentiepunt,2015-08-27,http://example.org/diepte_tov_referentiepunt,2.72,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2015-08-27peil_mtaw,2015-08-27,http://example.org/peil_mtaw,7.06,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2015-08-27zoet,2015-08-27,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2015-08-27filtertoestand,2015-08-27,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2015-08-27filterstatus,2015-08-27,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2021-09-27diepte_tov_referentiepunt,2021-09-27,http://example.org/diepte_tov_referentiepunt,2.46,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2021-09-27filtertoestand,2021-09-27,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2021-09-27zoet,2021-09-27,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2021-09-27filterstatus,2021-09-27,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2021-09-27peil_mtaw,2021-09-27,http://example.org/peil_mtaw,7.32,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2011-08-08diepte_tov_referentiepunt,2011-08-08,http://example.org/diepte_tov_referentiepunt,2.55,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2011-08-08filterstatus,2011-08-08,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2011-08-08zoet,2011-08-08,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2011-08-08filtertoestand,2011-08-08,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2011-08-08peil_mtaw,2011-08-08,http://example.org/peil_mtaw,7.23,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2017-12-21diepte_tov_referentiepunt,2017-12-21,http://example.org/diepte_tov_referentiepunt,1.28,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2017-12-21filtertoestand,2017-12-21,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2017-12-21peil_mtaw,2017-12-21,http://example.org/peil_mtaw,8.50,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2017-12-21zoet,2017-12-21,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2017-12-21filterstatus,2017-12-21,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2016-05-30filterstatus,2016-05-30,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2016-05-30zoet,2016-05-30,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2016-05-30diepte_tov_referentiepunt,2016-05-30,http://example.org/diepte_tov_referentiepunt,1.78,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2016-05-30peil_mtaw,2016-05-30,http://example.org/peil_mtaw,8.00,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2016-05-30filtertoestand,2016-05-30,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2019-01-28zoet,2019-01-28,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2019-01-28filterstatus,2019-01-28,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2019-01-28filtertoestand,2019-01-28,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2019-01-28peil_mtaw,2019-01-28,http://example.org/peil_mtaw,7.15,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2019-01-28diepte_tov_referentiepunt,2019-01-28,http://example.org/diepte_tov_referentiepunt,2.63,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2020-06-26filtertoestand,2020-06-26,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2020-06-26filterstatus,2020-06-26,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2020-06-26zoet,2020-06-26,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2020-06-26diepte_tov_referentiepunt,2020-06-26,http://example.org/diepte_tov_referentiepunt,2.52,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2020-06-26peil_mtaw,2020-06-26,http://example.org/peil_mtaw,7.26,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2019-02-26filterstatus,2019-02-26,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2019-02-26zoet,2019-02-26,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2019-02-26diepte_tov_referentiepunt,2019-02-26,http://example.org/diepte_tov_referentiepunt,1.97,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2019-02-26filtertoestand,2019-02-26,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2019-02-26peil_mtaw,2019-02-26,http://example.org/peil_mtaw,7.81,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2010-12-16filtertoestand,2010-12-16,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2010-12-16filterstatus,2010-12-16,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2010-12-16zoet,2010-12-16,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2010-12-16peil_mtaw,2010-12-16,http://example.org/peil_mtaw,8.91,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2010-12-16diepte_tov_referentiepunt,2010-12-16,http://example.org/diepte_tov_referentiepunt,0.87,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2012-09-17diepte_tov_referentiepunt,2012-09-17,http://example.org/diepte_tov_referentiepunt,2.34,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2012-09-17zoet,2012-09-17,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2012-09-17peil_mtaw,2012-09-17,http://example.org/peil_mtaw,7.44,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2012-09-17filterstatus,2012-09-17,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2012-09-17filtertoestand,2012-09-17,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2009-01-27diepte_tov_referentiepunt,2009-01-27,http://example.org/diepte_tov_referentiepunt,0.95,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2009-01-27filtertoestand,2009-01-27,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2009-01-27peil_mtaw,2009-01-27,http://example.org/peil_mtaw,8.83,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2009-01-27filterstatus,2009-01-27,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2009-01-27zoet,2009-01-27,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2023-10-23diepte_tov_referentiepunt,2023-10-23,http://example.org/diepte_tov_referentiepunt,2.44,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2023-10-23filtertoestand,2023-10-23,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2023-10-23peil_mtaw,2023-10-23,http://example.org/peil_mtaw,7.34,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2023-10-23filterstatus,2023-10-23,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2023-10-23zoet,2023-10-23,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2016-10-26filtertoestand,2016-10-26,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2016-10-26peil_mtaw,2016-10-26,http://example.org/peil_mtaw,7.10,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2016-10-26zoet,2016-10-26,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2016-10-26filterstatus,2016-10-26,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2016-10-26diepte_tov_referentiepunt,2016-10-26,http://example.org/diepte_tov_referentiepunt,2.68,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2014-09-16filterstatus,2014-09-16,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2014-09-16zoet,2014-09-16,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2014-09-16filtertoestand,2014-09-16,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2014-09-16peil_mtaw,2014-09-16,http://example.org/peil_mtaw,7.98,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2014-09-16diepte_tov_referentiepunt,2014-09-16,http://example.org/diepte_tov_referentiepunt,1.8,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2018-05-28filtertoestand,2018-05-28,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2018-05-28filterstatus,2018-05-28,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2018-05-28peil_mtaw,2018-05-28,http://example.org/peil_mtaw,7.90,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2018-05-28diepte_tov_referentiepunt,2018-05-28,http://example.org/diepte_tov_referentiepunt,1.88,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2018-05-28zoet,2018-05-28,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2008-10-22filtertoestand,2008-10-22,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2008-10-22diepte_tov_referentiepunt,2008-10-22,http://example.org/diepte_tov_referentiepunt,1.78,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2008-10-22filterstatus,2008-10-22,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2008-10-22peil_mtaw,2008-10-22,http://example.org/peil_mtaw,8.00,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2008-10-22zoet,2008-10-22,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2023-09-21filtertoestand,2023-09-21,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2023-09-21diepte_tov_referentiepunt,2023-09-21,http://example.org/diepte_tov_referentiepunt,2.59,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2023-09-21zoet,2023-09-21,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2023-09-21peil_mtaw,2023-09-21,http://example.org/peil_mtaw,7.19,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2023-09-21filterstatus,2023-09-21,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2021-11-26filtertoestand,2021-11-26,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2021-11-26filterstatus,2021-11-26,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2021-11-26peil_mtaw,2021-11-26,http://example.org/peil_mtaw,7.82,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2021-11-26diepte_tov_referentiepunt,2021-11-26,http://example.org/diepte_tov_referentiepunt,1.96,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2021-11-26zoet,2021-11-26,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2016-03-29filterstatus,2016-03-29,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2016-03-29diepte_tov_referentiepunt,2016-03-29,http://example.org/diepte_tov_referentiepunt,1.05,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2016-03-29zoet,2016-03-29,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2016-03-29filtertoestand,2016-03-29,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2016-03-29peil_mtaw,2016-03-29,http://example.org/peil_mtaw,8.73,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2011-10-24filterstatus,2011-10-24,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2011-10-24zoet,2011-10-24,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2011-10-24peil_mtaw,2011-10-24,http://example.org/peil_mtaw,7.14,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2011-10-24filtertoestand,2011-10-24,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2011-10-24diepte_tov_referentiepunt,2011-10-24,http://example.org/diepte_tov_referentiepunt,2.64,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2025-09-25filterstatus,2025-09-25,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2025-09-25diepte_tov_referentiepunt,2025-09-25,http://example.org/diepte_tov_referentiepunt,2.98,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/automatischesonde_methode
http://example.org/peilmeting_2025-09-25filtertoestand,2025-09-25,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2025-09-25peil_mtaw,2025-09-25,http://example.org/peil_mtaw,6.80,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/automatischesonde_methode
http://example.org/peilmeting_2025-09-25zoet,2025-09-25,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2017-01-25filterstatus,2017-01-25,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2017-01-25diepte_tov_referentiepunt,2017-01-25,http://example.org/diepte_tov_referentiepunt,1.44,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2017-01-25peil_mtaw,2017-01-25,http://example.org/peil_mtaw,8.34,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2017-01-25zoet,2017-01-25,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
http://example.org/peilmeting_2017-01-25filtertoestand,2017-01-25,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2018-10-24filtertoestand,2018-10-24,http://example.org/filtertoestand,1,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visueel_methode
http://example.org/peilmeting_2018-10-24peil_mtaw,2018-10-24,http://example.org/peil_mtaw,6.70,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2018-10-24diepte_tov_referentiepunt,2018-10-24,http://example.org/diepte_tov_referentiepunt,3.08,http://qudt.org/vocab/unit#Meter,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/peillint_methode
http://example.org/peilmeting_2018-10-24filterstatus,2018-10-24,http://example.org/filterstatus,in rust,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/visuele_controle
http://example.org/peilmeting_2018-10-24zoet,2018-10-24,http://example.org/zoet,N,,https://www.dov.vlaanderen.be/data/put/2017-003450,http://example.org/smaaktest
